original_index,chunk_id,chunk_index,text,a2_text
5,5_3,3,"Current polling suggests that they can’t be confident of winning a referendum now, and a second defeat would surely kill their ambition for a long time. The SNP’s true aim is to stoke Scottish resentment against Westminster to pave the way for a big win in the elections to the Scottish parliament in 2021. That’s the year with the potential for a constitutional car crash that rips apart the kingdom. Both the Lib Dems and Labour will choose new leaders. Most of the attention will be focused on the latter contest, which is expected to climax around March. Expect bitter rows about the election process as the Corbynites who control the party’s national executive committee try to fix the terms of the battle to favour their continuity candidate, Rebecca Long Bailey. Labour moderates are already saying that the succession of a beardless variation of Jeremy Corbyn will doom Labour to another decade in opposition. If that happens, the moderates will be asking whether the party is dead to them and they should try something different. Andrew Rawnsley Three to watch Boris Johnson He has made numerous promises about Brexit, the NHS and investment in the north. Can he stick to his pledges or will the wheels start to come off his premiership in 2020? Nicola Sturgeon Following a resounding victory in Scotland in the December 2019 general election, all eyes will be on the leader of the SNP in the year ahead to see how she manages to capitalise on her popularity in her push for Scottish independence. Rebecca Long Bailey She has a tough battle ahead against increasing numbers of candidates for the Labour party leadership. Will the members come out for the natural successor to Corbyn or will they want something new for the party? Arts Viewers eager to enter the dark world of Mark Gatiss and Steven Moffat’s Dracula (BBC One, New Year’s Day), should also look out for the third season of the murky and mysterious Babylon Berlin, the most expensive non-English-language show ever made. Set in chaotic Weimar Germany, with subtitles, it is thrilling and scary and out on Sky 1 on 24 January.","Okay, here's the rewritten text, simplified for CEFR A2 level:

**Original Text Rewritten:**

People think that they may not win a vote now. If they lose again, they will not try for a long time.

The SNP wants to make people in Scotland angry at the government in London. They want to win a big election in Scotland in 2021. That year could be a bad time for the UK. It could break the country apart.

Two parties, the Lib Dems and Labour, will get new leaders. People will watch the Labour party closely. The election for their leader will probably end around March.

There will be problems with the election. Some people in the Labour party want their friend, Rebecca Long Bailey, to win.

Other people in the Labour party think that if someone like Jeremy Corbyn wins, Labour will lose for ten more years. If this happens, they may leave the party. They might want to do something else.

**People to Watch:**

*   **Boris Johnson:** He said he will do many things about Brexit, the NHS, and money for the north. Can he do what he promised? Or will he have problems in 2020?

*   **Nicola Sturgeon:** She won a big election in Scotland in December 2019. Everyone will watch her. Can she use her popularity to try to make Scotland independent?

*   **Rebecca Long Bailey:** It will be hard for her to become the Labour leader. Many people want the job. Will people vote for her because she is like Corbyn? Or will they want someone new?

**Arts:**

Do you want to watch the dark show ""Dracula"" on BBC One? You can also watch ""Babylon Berlin"" season three. It is a scary show from Germany. It is on Sky 1 on January 24. You will need to read subtitles. It is about Germany in the past."
5,5_4,4,"Closer to home, there is more stylish, existential angst, this time with a comic twist, on offer when the acclaimed BBC Two series Inside Number 9, from Reece Shearsmith and Steve Pemberton returns in February. Theatrical novelties waiting in the wings include the first stage production of Angela Carter’s The Company of Wolves in May at the New Vic in Newcastle-under-Lyme in Staffordshire and a revival of Alan Bennett’s much-loved Talking Heads at the Watford Palace Theatre in Watford, courtesy of Dead Ringers’ Jan Ravens and co-star Julia Watson. And the enduring Rodgers &amp; Hammerstein musical, Carousel, is to spin into London’s open-air venue, Regent’s Park Theatre, in the summer. Celebrations of Beethoven’s 250th birthday will kick off with Sir Simon Rattle and the London Symphony Orchestra performing the seventh symphony on 15 January, and his opera Fidelio will be staged at Covent Garden in March, starring the German tenor Jonas Kaufmann as Florestan. Among art exhibitions, previously unseen work is promised at Gauguin and the Impressionists at the Royal Academy from the end of March, with paintings from Pissarro, Monet, Manet and Degas. Over at the British Museum, a new show Living with art: Picasso to Celmins starts in January, before a national tour, and will feature works given to the museum by the late film critic Alexander Walker. Highlights will include Jungle Boy, an early etching by David Hockney. In the cinema, the British year gets off to a good start with Sam Mendes’ 1917 and Armando Iannucci’s The Personal History of David Copperfield, both out in January, but the new Bond, No Time to Die, is now not being released until April. Smaller budget productions to look out for include Rose Glass’s acclaimed horror debut Saint Maud, starring Morfydd Clark, and the film of Florian Zeller’s stage hit The Father, which premieres at the Sundance film festival in January.","Here are some interesting things to see and do. They are happening soon.

The TV show ""Inside Number 9"" is coming back in February. It is on BBC Two. It is funny but also a little bit sad. Reece Shearsmith and Steve Pemberton made it.

In May, there is a play called ""The Company of Wolves"". It is at the New Vic theatre. The theatre is in Newcastle-under-Lyme. It is a new stage version of a book.

Another play is coming back. It is called ""Talking Heads"". Alan Bennett wrote it. It will be at the Watford Palace Theatre. Jan Ravens and Julia Watson will be in it.

The musical ""Carousel"" is coming to London. It is by Rodgers and Hammerstein. You can see it in the summer. It will be at Regent's Park Theatre, which is outside.

It is Beethoven's 250th birthday! Sir Simon Rattle and the London Symphony Orchestra will play his seventh symphony. This is on January 15. His opera ""Fidelio"" will be at Covent Garden in March. Jonas Kaufmann will sing in it.

There will be an art show with Gauguin and other artists. These artists are called Impressionists. You can see it at the Royal Academy from the end of March. There will be paintings by Pissarro, Monet, Manet, and Degas. Some of these paintings have not been seen before.

The British Museum has a new show too. It is called ""Living with art: Picasso to Celmins"". It starts in January. It will travel around the country later. The show has art that Alexander Walker gave to the museum. He was a film critic. One of the best things to see is a picture by David Hockney called ""Jungle Boy"".

Two British movies are coming out in January. One is called ""1917"". Sam Mendes made it. The other is called ""The Personal History of David Copperfield"". Armando Iannucci made it. The new James Bond movie, ""No Time to Die"", will be out in April.

There are also some smaller movies. One is called ""Saint Maud"". It is a scary movie. Morfydd Clark is in it. Another movie is called ""The Father"". It will be shown at the Sundance film festival in January."
5,5_5,5,"Vanessa Thorpe Three to watch Johnny Flynn Already familiar to fans of the 2018 TV series of Les Miserables and Vanity Fair, the actor will have a big year. He appears as Bowie in Stardust and as a blond (shock) Knightley in a film of Jane Austen’s Emma, alongside Bill Nighy and Miranda Hart. Another Brit film The Dig, about an archaeologist, is also due to put him up on the big screen soon. Nicky Morgan The reappointed culture secretary, now operating from the elevated calm of the House of Lords, will receive pleas from all manner of cash-starved arts schemes, venues and institutes. Will she stay in the job for the long term, and, if so, will she listen? Adele Rumours about the release date for her putative fourth album (30?) are likely to reach fever pitch after a turbulent few years out of the limelight. Royals After a stormy year, the royal family face a challenging 2020 to steady the good ship Monarchy. The Queen, who will be 94 in April, looks increasingly alone as the Duke of Edinburgh, who will be 99 in June, leads a near solitary life on the Sandringham estate in Norfolk. Decisions by some family members have raised questions over how much the Queen is consulted by others who may be keen to pursue their own agendas. Prince Andrew’s astonishing TV interview with Newsnight’s Emily Maitlis, may have put Pizza Express, Woking, on the map and had a nation googling medical conditions that prevent sweating, but any hopes that it would dampen the burning debate over his relationship with the disgraced late US financier Jeffrey Epstein are badly misplaced. With Epstein’s alleged victims’ lawyers’ relentless efforts to drag the prince into their legal battle in the US, this long saga looks set to continue, despite Andrew stepping back from public life for the foreseeable future. The Duke and Duchess of Sussex, meanwhile, are pursuing their own legal actions as part of a bold and risky strategy in taking on the press over privacy. Meghan is suing the Mail on Sunday over its publication of a private letter to her estranged father.","**Vanessa Thorpe: Three People to Watch**

**Johnny Flynn**

Johnny Flynn is an actor. Some people know him from TV shows. He was in ""Les Miserables"" and ""Vanity Fair"" in 2018.

This year will be a big year for him. He will play David Bowie in a movie called ""Stardust.""

He will also be in a movie of Jane Austen’s ""Emma."" In it, he is blond. He acts with Bill Nighy and Miranda Hart.

He is also in a British movie called ""The Dig."" It is about someone who studies old things in the ground. This movie will also be in theaters soon.

**Nicky Morgan**

Nicky Morgan is in charge of culture. She works in the House of Lords. This is a high position.

Many groups need money for arts. These are places for art, shows, and schools. They will ask her for help.

Will she stay in this job for a long time? If she does, will she listen to them?

**Adele**

Adele is a singer. People are talking about her new album. It might be called ""30.""

She has had some hard years. She has not been in the public eye very much. People are very excited about when her new album will be released.

**Royals**

The royal family had a difficult year. 2020 will be a hard year for them too. They need to make things stable.

The Queen will be 94 in April. She seems lonely. Prince Philip, her husband, will be 99 in June.

He lives mostly alone. He stays on the Sandringham estate in Norfolk.

Some family members have made decisions. These decisions make people ask questions. Are they asking the Queen for her opinion? Some people may want to do what they want.

Prince Andrew did an interview on TV. It was with Emily Maitlis from Newsnight. The interview was very surprising. People learned about a Pizza Express in Woking. They also looked up medical problems.

The interview did not help Prince Andrew. People are still talking about his friendship with Jeffrey Epstein. Epstein was a bad man.

Lawyers for Epstein's victims want Prince Andrew in court. They want to ask him questions. This problem will continue. Prince Andrew has stopped working for the public for now.

The Duke and Duchess of Sussex are also taking legal actions. They are trying to protect their privacy. They are doing this by suing newspapers.

Meghan is suing a newspaper. It is called the Mail on Sunday. They printed a private letter to her father."
5,5_6,6,"Harry has launched legal proceedings against the owners of the Sun and the Daily Mirror in relation to alleged phone hacking. The couple escaped to Canada for six weeks in November after Meghan told ITV’s Tom Bradby of the strain she felt she was under in the media spotlight. They launch their own foundation in 2020, after splitting from the Duke and Duchess of Cambridge, so all eyes will be on how they will carve out their future royal roles. Caroline Davies Three to watch Prince Charles Expect him to undertake more of the Queen’s public duties. Prince William A successful visit to Pakistan with the Duchess of Cambridge this year could lead to more roles as a statesman as he prepares to succeed his father as Prince of Wales. Baby Archie First we saw a forehead and nose, then a foot, and a couple of months later, a face. But the full Archie wasn’t revealed by the Sussexes until they introduced him to Desmond Tutu in South Africa in September. Royal fans are still waiting for his first UK appearance.","Here is the text rewritten for CEFR A2 level English:

Harry is starting a legal case.
He is doing this against the owners of two newspapers.
The newspapers are called The Sun and The Daily Mirror.
He says they used phones in a wrong way to get information.

Harry and Meghan went to Canada.
They stayed there for six weeks in November.
Meghan said she felt stressed.
The media was watching her a lot.
She told this to a TV reporter named Tom Bradby.

They will start their own group in 2020.
It is called a foundation.
They are not working with William and Kate anymore.
William and Kate are the Duke and Duchess of Cambridge.
People will watch Harry and Meghan.
They want to see what they will do as royal people.

Caroline Davies wrote about three people to watch.
The first person is Prince Charles.
He will do more of the Queen’s work.
The Queen is getting older.

The second person is Prince William.
He visited Pakistan with Kate.
It was a good trip.
He might do more work for the country.
He will become Prince of Wales after his father.

The third person is Baby Archie.
We saw parts of him at first.
We saw his forehead and nose.
Then we saw his foot.
Later, we saw his face.
Harry and Meghan showed Archie to Desmond Tutu in South Africa.
This was in September.
Royal fans want to see Archie in the UK.
They are still waiting."
6,6_0,0,"The outgoing governor of the Bank of England, Mark Carney, has said all companies and financial institutions must justify their continued investment in fossil fuels, and warned that assets in the sector could end up “worthless”. In an interview with BBC Radio 4’s Today programme being broadcast on Monday, Carney said that although the financial sector was starting to cut back on investment in oil and gas companies, the process was not moving quickly enough. Carney, who will focus on his new role as UN special envoy for climate change and finance after he steps down from the governorship in the new year, agreed to appear on the programme for an edition edited by the climate crisis campaigner Greta Thunberg, one of several guest editors on Today over the holiday period. Carney has been one of the most vocal central bank governors on the need for the financial sector to do more to transition towards a zero-carbon economy. He told the programme that the climate crisis was a “tragedy on the horizon” and that more extreme weather events were inevitable. “By the time that the extreme events become so prevalent and so obvious, it will be too late to do anything about it,” he said. Political leaders had to “start addressing future problems today”. On the issue of whether investors should be divesting from companies in the fossil fuel sector, Carney said fund managers would “have to make the judgment and justify to the people whose money it ultimately is”. When pressed on whether pension funds should divest from oil and gas companies even if the returns were attractive, he replied: “Well that hasn’t been the case but they could make that argument. They need to make the argument, to be clear about why is that going to be the case if a substantial proportion of those assets are going to be worthless.” He warned: “If we were to burn all those oil and gases, there’s no way we would meet carbon budgets. Up to 80% of coal assets will be stranded, [and] up to half of developed oil reserves. A question for every company, every financial institution, every asset manager, pension fund or insurer: what’s your plan?” The Bank of England has said assets worth up to $20tn (£16tn) could become worthless very quickly if the financial sector and business do not make a smooth transition towards a zero-carbon economy.","Mark Carney is leaving his job at the Bank of England. He talked about companies that use oil, gas, and coal. He said these companies must explain why they still use these fuels.

He said that oil, gas, and coal could become useless in the future. He talked to a radio program called ""Today.""

Greta Thunberg helped to make the radio program. She cares a lot about climate change. Mark Carney said that banks and companies are starting to use less oil and gas. But he said they need to do it faster.

After he leaves his job, Mark Carney will work for the United Nations. He will help with climate change and money. He said the climate crisis is a big problem coming soon. He said we will have more very bad weather.

He said it will be too late if we wait until the weather gets very bad. He said leaders need to start working on the problem now. He talked about people investing money in oil, gas, and coal companies.

He said these people need to think about their money. They need to explain why they invest in these companies. He said these things could become worthless.

He said we cannot burn all the oil, gas, and coal. If we do, we cannot reach our climate goals. A lot of coal and oil could become useless. He asked companies, banks, and others what their plans are.

The Bank of England said that $20 trillion could become worthless. This could happen if companies do not change to using less oil, gas, and coal."
6,6_1,1,"In his interview, Carney urged climate change deniers to drop their opposition on the issue, saying: “We can’t afford on this one to have selective information, spin, misdirection.” One such sceptic is the former Daily Telegraph editor Charles Moore, who guest-edited Today on Saturday and included in his programme a feature questioning the global consensus on the climate crisis. Complaining about how much internal opposition there had been to this item being included, Moore accused the BBC of “climate change alarmism”.","Here is the rewritten text in CEFR A2 level English:

Carney spoke in an interview. He talked about climate change. He said people who do not believe in climate change should stop. He said we need to have correct information. We cannot have wrong information.

Charles Moore does not believe in climate change. He used to work for a newspaper. He was in charge of a BBC radio show. In the show, he asked questions about climate change. He said many people agree about climate change. He did not agree with them.

Moore said it was hard to put his ideas on the radio show. He said the BBC worries too much about climate change. He called this ""climate change alarmism""."
7,7_0,0,"A man who was shot dead in central Moscow after opening fire on the offices of the Federal Security Service (FSB), Russia’s main intelligence agency building, in an attack that killed two has been identified as a gun enthusiast. Investigators named him as Yevgeny Manyurov, 39, from Podolsk, a small town some 30 miles south of Moscow. One FSB employee was killed as Manyurov opened fire with an automatic weapon on Thursday evening, spraying the windows of the intelligence agency’s Lubyanka headquarters with bullets from the street outside. A second FSB officer died in hospital of his injuries on Friday evening. One more FSB officer was critically wounded, while three people, including a civilian, had less serious injuries. Manyurov was then shot dead by an FSB sniper, officials said. Officers discovered grenades and an improvised explosive device in a rucksack he was carrying. Security officials said Manyurov had not managed to enter the Lubyanka building, which previously housed the main offices of the KGB, the Soviet-era secret police. Russian media have portrayed the gunman, who lived with his mother, as a loner obsessed with firearms. He was unemployed, but had previously worked as a security guard, including at the embassy of the United Arab Emirates in Moscow, his father told Russian media. Manyurov recently came third in a shooting competition staged by a Soviet-era patriotic paramilitary sports group that was revived by Vladimir Putin, Russia’s president, in 2009. Police reportedly seized a small arsenal of legally owned weapons, including two semi-automatic rifles and two shotguns from his home. He is reported to have used a Kalashnikov assault rifle during Thursday’s attack. Oleg Solovich, an instructor at the Dosaaf shooting club where Manyurov practised, said he was a “poor shot” who used to arrive at the firing range in a long black Parka raincoat with a hood up. “We advised him to take off his coat during shooting sessions, but he said he felt comfortable in it,” Solovich told Russia’s Komsomolskaya Pravda newspaper.","A man shot a gun in Moscow. It was near the building of the FSB. The FSB is a big Russian intelligence agency. Two people died in the shooting.

The man who shot the gun is Yevgeny Manyurov. He was 39 years old. He was from a town near Moscow. People say he liked guns a lot.

He shot at the FSB building on Thursday night. He used a fast gun called an automatic weapon. He shot at the windows. One FSB worker died.

On Friday night, another FSB officer died in the hospital. He was hurt in the shooting. One more FSB officer was badly hurt. Three other people were also hurt.

The FSB shot and killed Manyurov. He had bombs in his bag. He did not get inside the FSB building. The building used to be the office of the KGB. The KGB was a secret police from the time of the Soviet Union.

News stories say Manyurov lived alone with his mother. They say he liked guns very much. He did not have a job. He used to work as a guard. He worked at the embassy of the United Arab Emirates in Moscow.

Recently, he was in a shooting contest. He got third place. The contest was run by a sports group. Vladimir Putin started the group again in 2009. Putin is the president of Russia.

Police found guns in his house. He had two rifles and two shotguns. He owned the guns legally. He used a Kalashnikov rifle in the shooting.

Oleg Solovich taught Manyurov how to shoot. He said Manyurov was not a good shooter. He said Manyurov wore a long coat when he shot. Solovich told him to take off the coat, but Manyurov did not want to."
7,7_1,1,"The motive for the attack remains unclear, although Kommersant, a daily newspaper, reported that witnesses told investigators he was shouting slogans “typical of Islamic State”. “I noticed he had been somewhat agitated lately,” Baza, a media outlet with links to the security services, cited his mother as saying. She said he was unmarried, with no children or close friends, and that he was passionate about guns. He appears to have had no social media presence. The assault on the FSB office took place shortly after Putin’s annual press conference in Moscow. The president was attending a gala concert at the nearby Kremlin in honour of the security services during the shootout. The attack may have been planned to coincide with the speech, an FSB source told Reuters. Meduza, an independent news website, said that police may have continued firing for some time after Manyurov was killed, possibly injuring a passerby in the process.","Here is the rewritten text in CEFR A2 level English:

We do not know why the attack happened. A newspaper said people heard the attacker shouting. The words were like things people from Islamic State say.

A media group talked to the attacker's mother. She said he seemed worried recently. He was not married. He had no children or close friends. He liked guns a lot. He did not use social media.

The attack was at an office. The office belongs to the FSB. This happened after Putin spoke to the press in Moscow.

Putin was at a concert near the Kremlin. The concert was for the security services. The attack might have been planned for the same time as Putin's speech. Someone from the FSB told this to Reuters.

A news website said the police kept shooting. They shot for some time after the attacker died. A person walking by might have been hurt."
8,8_0,0,"Austria’s Green party is on the verge of entering government for the first time after the environmentalists and the conservative party of former and likely new chancellor Sebastian Kurz agreed to a preliminary coalition deal over the weekend. As junior coalition partners of the Austrian People’s party (ÖVP), the Greens would take the place of the far-right Freedom party, whose leadership resigned in disgrace over the “Ibiza affair” corruption scandal in May, and which was duly punished by voters in ensuing elections. Kurz’s ÖVP and the Greens were the big winners in the September vote, the former coming top with 37% and the latter achieving the best result in its history. After months of protracted coalition talks, the parties reached an agreement on Saturday, with Kurz telling reporters: “I’m very optimistic about the possibility of forming a government with the Greens.” “We have overcome some seemingly insurmountable hurdles”, said the Green leader, Werner Kogler, who is likely to be made deputy chancellor. If the Austrian Green party’s 276 delegates formally approve the coalition deal this Saturday, the president, Alexander Van der Bellen, could swear in a new government as soon as 7 January. The power-sharing deal will be watched with great interest by Austria’s neighbours: in Switzerland, the Greens made historic gains in October elections and have called for reform of the country’s “magic formula” power-sharing arrangement to give the ecological party a bigger say. In Germany, Angela Merkel’s conservative CDU and the Green party lead the polls, with the next federal elections scheduled for autumn 2021. “Something is happening in our neighbouring country that citizens here can only dream of,” wrote the conservative German daily Die Welt. “A fresh start into a new political era, shaped by two pro-European parties that emerged as clear winners from recent elections”. The power balance in Austria’s new government is likely to reflect Kurz’s commanding victory in September. The ÖVP is expected to retain control of the key posts of chancellor and finance minister, while also claiming the interior, foreign and defence ministries. A new ministry for integration looks designated to allow Kurz to continue his hardline policy on immigration.","The Green party in Austria may soon be in the government. This is the first time for them. They made a deal with the conservative party. Sebastian Kurz leads this party. He will probably be the leader of Austria again.

The Green party will be a small part of the government. The Austrian People's party (ÖVP) is the bigger part. Before, another party was in the government. It was the Freedom party. But their leaders had problems with a scandal. People did not vote for them after that.

Kurz's party and the Green party did well in the last election. Kurz's party got the most votes with 37%. The Green party got their best result ever.

The parties talked for many months. Then, they made a deal on Saturday. Kurz said he thinks they can make a government together. The Green leader is Werner Kogler. He said they solved big problems. He will probably be the second leader of Austria.

The Green party members need to agree to the deal. They will vote on Saturday. If they say yes, the new government can start soon. It could start on January 7. The leader of Austria, Alexander Van der Bellen, will make it official.

People in other countries are watching this. In Switzerland, the Green party also did well in elections. They want to change how the government works. They want the Green party to have more power.

In Germany, the Green party and Angela Merkel's party are popular. They will have elections in 2021. A newspaper in Germany said that good things are happening in Austria. They said it is a new start with two parties that like Europe. These parties won the last elections.

Kurz's party will have more power in the new government. They will probably lead important parts. They will lead the country and control money. They will also be in charge of the police, foreign countries, and the army. There will be a new part of the government for immigration. Kurz wants to continue his strict rules about people coming to Austria."
8,8_1,1,"It will be run by his confidante Susanne Raab, who worked on the country’s 2017 ban on full-face veils and a 2015 law designed to curb “political Islam”. The Green party will aim to exercise the most influence through a boosted ministry for infrastructure, transport and environment, expected to be headed by the former climate activist Leonore Gewessler. Green politicians in charge of the justice and culture portfolios will hope to curb the more authoritarian tendencies of Kurz’s ÖVP. In the final stretch of negotiations, Austria’s constitutional court ruled that some of the policies proposed by the conservatives – such as expanded surveillance measures or making social benefits conditional on command of the German language – would violate the constitution. “The Greens’ main aim [during coalition talks] has been to get major concessions on protecting the climate,” said Der Standard newspaper, commenting that the deal with the conservatives was as likely to please environmentalists as to frustrate leftwingers in the party. “With everything else, damage limitation will have to do.”","Okay, here's the rewritten text at an A2 level, following your instructions:

Susanne Raab will manage it. She is a close friend of his. She helped with the law about face veils in 2017. This law stopped people from covering their faces completely. She also worked on a law in 2015. This law tried to limit ""political Islam.""

The Green party wants more power. They will use the ministry for transport and the environment. This ministry will be bigger. Leonore Gewessler will probably lead it. She used to be a climate activist.

Green politicians will be in charge of justice and culture. They want to stop the ÖVP from being too strict. Kurz's party, ÖVP, can be authoritarian.

Before the deal, the court made a decision. The court said some ideas from the conservatives were not okay. These ideas included more surveillance. They also wanted people to speak German to get money from the government. The court said this was against the rules.

The newspaper *Der Standard* wrote about the Green party. They said the Greens wanted to protect the climate. This was their main goal. The newspaper said that some people in the Green party might be unhappy with the deal. It might make environmentalists happy. The newspaper said, ""They will have to try to limit the damage."" This means they have to accept some bad things."
9,9_0,0,"Striking French rail workers have clashed with riot police in Paris after holding a demonstration against pension changes despite Emmanuel Macron’s call for a Christmas truce. Hundreds of trade unionists and strikers gathered on Monday morning outside Gare de Lyon, which is used by large numbers of passengers travelling south for the holidays or to ski resorts near the Alps, and where many services have been cancelled. Some strikers made speeches denouncing the government’s proposed changes to the pension system and vowed to continue their stoppages into Christmas and the new year. Protesters let off flares and fireworks, and smoke drifted down into the station concourse. Riot police with helmets and shields were positioned at ticket barriers. The nationwide transport strikes have been going on for 19 days, causing what the state rail operator SNCF called “ongoing severe disruption” to services. A majority of trade unions and grassroots rail workers ignored the French president’s plea for a Christmas pause as passengers queued at ticket offices to find seats on the few trains running. Some train routes were cut short and some services were replaced by coaches. About 48% of ticket holders had their high-speed and intercity services cancelled on 23 and 24 December, leaving many to scramble for car-share schemes or last-minute vehicle hire. Severe disruption continued on the Paris métro and local trains in the region around the capital. Large crowds gathering at Gare du Nord for the reduced trains to the suburbs. Some passengers trying to reach airports near Paris complained that taxis were hard to find and certain drivers were charging higher than usual prices – exceeding the standard flat fee – because the traffic jams on the Paris ring road were so long. Others expressed concerns about how they would return at the end of the Christmas holidays, with strikes due to continue into January. Meanwhile, a production shutdown was under way at Lavera oil refinery in southern France, which processes 210,000 barrels per day, after workers represented by the CGT union voted to stop output as part of the protests over pension changes. CGT union workers also voted to halt production at Total’s Grandpuits refinery.","French train workers are on strike. They are angry about changes to their pensions.

The workers had a protest in Paris. They met the police there. The police wore helmets and shields.

The President of France, Emmanuel Macron, asked them to stop the strike for Christmas. But the workers did not stop.

Many workers met outside a train station called Gare de Lyon. Many people use this station to go south for the holidays. Some people go to ski in the Alps. Many trains were cancelled.

The workers talked about the government's plan for pensions. They said they will continue the strike over Christmas and New Year.

Some people used fireworks at the station. The police stood near the ticket gates.

The train strike has been for 19 days. The train company said it is very difficult for travelers.

Most workers did not listen to the President. People waited in lines to buy tickets for the few trains that were running.

Some trains did not go all the way. Some trains were replaced with buses.

Almost half of the people with tickets could not travel by train. They had to find other ways to travel. Some people shared cars. Some people rented cars.

It was also hard to travel on the Paris metro. There were many people at Gare du Nord station. They wanted to take trains to the suburbs.

Some people needed to go to the airport. It was hard to find a taxi. Some taxi drivers charged more money because of traffic.

People were worried about how to go home after Christmas. The strike will continue in January.

Also, workers at an oil place in the south of France stopped working. They are also protesting about the pensions. They make a lot of oil there every day. Workers at another oil place stopped working too."
9,9_1,1,"Emmanuel Lepine, the secretary general of the CGT’s oil branch, told France Info radio that CGT workers at other refineries in France could also vote to halt production. “We gave an ultimatum to the government, it didn’t listen, so we’re doing exactly what we promised,” Lepine said. “What we are demanding is the withdrawal of the reform.” State officials have begun preparing for another round of union negotiations in the coming weeks before a further national day of protests on 9 January. The government has insisted it will push ahead with attempts to unify the French pension system, arguing that removing 42 “special” regimes for sectors ranging from rail and energy workers to lawyers and Opéra de Paris staff is crucial to keep the system financially viable as the population ages. While some unions support a single system, almost all reject any age-related changes. Unions are angry at government plans to introduce a “pivot age” – keeping the legal retirement age at 62 but insisting on an additional two years of work to receive a full pension.","Here is the rewritten text at CEFR A2 level:

Emmanuel Lepine works for the CGT oil group. He spoke on the radio. He said workers at other oil places in France might stop working. They can vote to stop making oil.

Lepine said they told the government what they wanted. The government did not listen. So, they are doing what they said they would do. They want the government to stop the new plan.

The government is getting ready to talk to the unions again. They will talk in the next few weeks. There will be another big protest on January 9.

The government wants to change the pension system. They want one system for everyone. Now, there are 42 different systems. These are for people like train workers, energy workers, lawyers, and opera workers. The government says this change is important. It will help the pension system work when more people are old.

Some unions like the idea of one system. But, almost all unions do not want any changes to the age people retire.

The unions are angry. The government wants a ""pivot age."" This means people can retire at 62. But, they must work two more years to get all their pension money."
10,10_0,0,"As the world ushers in 2021, many will be looking forward to putting 2020 behind them. From a cocktail-making contest to a MasterChef-inspired cook-off, the Guardian spoke to four people about their plans for New Year’s Eve. ‘I think he’s making a daiquiri but he’s not very good’ “I’ll be making a raspberry mojito,” said Elinor, speaking of the cocktail-making contest she and her partner, Richard, both 32, have planned for Thursday night. “I think he’s making a daiquiri, but he’s not very good,” she added. Elinor, who works as an engineer in Glasgow, said the idea came to them as they drew suggestions from a hat. Both of them will also be attending an organised online murder mystery event. “We’ve done one before and they work quite well – you go into Zoom rooms to be questioned then come back together and watch the scenes play out,” she said. “In Scotland we have a tradition to ‘first foot’, which means being someone’s first visitor after midnight – normally bearing gifts such as shortbread and whisky. You’re not supposed to cross your threshold to leave your house until you get your first foot [visitor], but with Covid I do worry how some people will balance their superstitions.” The last two years both of them had norovirus, so this year is seen as an “improvement”. “We would normally have drinks at a friend’s house, but we just hope we can stop the number of people getting sick. It’s horrifying at the moment.” ‘We’ve got to be optimistic’ In Preston, Janet and her husband, now both retired, have got together with neighbours every year for the last 18 years for a Christmas party. Coronavirus has prevented them celebrating this year but they are determined to see in 2021 together. In their cul-de-sac, people from five houses are planning to take fire pits and patios – and their drink of choice – to their front gardens at 11.30pm for a safe, socially distanced party.","It is almost 2021. Many people want to forget 2020. The Guardian newspaper talked to four people. They asked about their New Year's Eve plans.

Elinor and Richard are planning a fun night. They are both 32 years old. They will have a contest to make cocktails. Elinor will make a raspberry mojito. Richard will make a daiquiri. Elinor thinks Richard is not very good at making daiquiris.

Elinor works as an engineer in Glasgow. She and Richard got the idea from a hat. They picked ideas from the hat. They will also join an online murder mystery game. They have played it before. It is fun. You go to Zoom rooms. People ask you questions. Then you watch the story together.

Elinor talks about a Scottish tradition. It is called ""first foot."" This means being the first visitor after midnight. The visitor brings gifts. Shortbread and whisky are common gifts. You should not leave your house until you have a ""first foot"" visitor. Elinor is worried about this tradition because of Covid. She doesn't know how people will do it safely.

Elinor and Richard were sick for the last two years. They had norovirus. This year will be better. They usually have drinks at a friend's house. They hope fewer people will get sick this year. It is a bad time now.

Janet and her husband live in Preston. They are both retired. They have a Christmas party with their neighbors every year. They have done this for 18 years. This year, they cannot have a Christmas party because of coronavirus. But they want to celebrate 2021 together.

People from five houses on their street have a plan. They will take fire pits to their front gardens. They will also take their drinks. The party will start at 11:30 pm. It will be a safe party. People will stay far apart. They want to be hopeful for the new year."
