original_index,chunk_id,chunk_index,text,b2_text
5,5_4,4,"Closer to home, there is more stylish, existential angst, this time with a comic twist, on offer when the acclaimed BBC Two series Inside Number 9, from Reece Shearsmith and Steve Pemberton returns in February. Theatrical novelties waiting in the wings include the first stage production of Angela Carter’s The Company of Wolves in May at the New Vic in Newcastle-under-Lyme in Staffordshire and a revival of Alan Bennett’s much-loved Talking Heads at the Watford Palace Theatre in Watford, courtesy of Dead Ringers’ Jan Ravens and co-star Julia Watson. And the enduring Rodgers &amp; Hammerstein musical, Carousel, is to spin into London’s open-air venue, Regent’s Park Theatre, in the summer. Celebrations of Beethoven’s 250th birthday will kick off with Sir Simon Rattle and the London Symphony Orchestra performing the seventh symphony on 15 January, and his opera Fidelio will be staged at Covent Garden in March, starring the German tenor Jonas Kaufmann as Florestan. Among art exhibitions, previously unseen work is promised at Gauguin and the Impressionists at the Royal Academy from the end of March, with paintings from Pissarro, Monet, Manet and Degas. Over at the British Museum, a new show Living with art: Picasso to Celmins starts in January, before a national tour, and will feature works given to the museum by the late film critic Alexander Walker. Highlights will include Jungle Boy, an early etching by David Hockney. In the cinema, the British year gets off to a good start with Sam Mendes’ 1917 and Armando Iannucci’s The Personal History of David Copperfield, both out in January, but the new Bond, No Time to Die, is now not being released until April. Smaller budget productions to look out for include Rose Glass’s acclaimed horror debut Saint Maud, starring Morfydd Clark, and the film of Florian Zeller’s stage hit The Father, which premieres at the Sundance film festival in January.","Looking closer to home, for something a bit more stylish and thought-provoking, but with a humorous touch, the highly praised BBC Two series *Inside Number 9*, created by Reece Shearsmith and Steve Pemberton, is coming back in February. In terms of theatre, some interesting and innovative productions are being prepared. These include the first ever stage version of Angela Carter's *The Company of Wolves* in May at the New Vic in Newcastle-under-Lyme in Staffordshire. Also, there will be a revival of Alan Bennett's popular *Talking Heads* at the Watford Palace Theatre in Watford, featuring Jan Ravens from *Dead Ringers* and her co-star Julia Watson. And the classic Rodgers & Hammerstein musical, *Carousel*, will be performed at London’s open-air Regent’s Park Theatre during the summer months.

To mark the 250th anniversary of Beethoven's birth, Sir Simon Rattle will conduct the London Symphony Orchestra in a performance of his seventh symphony on 15th January. In March, his opera *Fidelio* will be performed at Covent Garden, starring the German tenor Jonas Kaufmann as Florestan.

Regarding art exhibitions, the Royal Academy is promising to show previously unseen pieces in *Gauguin and the Impressionists*, starting at the end of March, with paintings from Pissarro, Monet, Manet, and Degas. At the British Museum, a new exhibition called *Living with art: Picasso to Celmins* opens in January, before touring the country. This will feature works donated to the museum by the late film critic Alexander Walker. A particular highlight will be *Jungle Boy*, an early etching by David Hockney.

In the world of cinema, the British film industry is starting the year strong with Sam Mendes’ *1917* and Armando Iannucci’s *The Personal History of David Copperfield*, both being released in January. However, the new James Bond film, *No Time to Die*, has now been postponed until April. Some smaller, independent films to keep an eye out for include Rose Glass’s celebrated horror film debut, *Saint Maud*, starring Morfydd Clark, and the film adaptation of Florian Zeller’s successful play *The Father*, which will premiere at the Sundance Film Festival in January."
5,5_5,5,"Vanessa Thorpe Three to watch Johnny Flynn Already familiar to fans of the 2018 TV series of Les Miserables and Vanity Fair, the actor will have a big year. He appears as Bowie in Stardust and as a blond (shock) Knightley in a film of Jane Austen’s Emma, alongside Bill Nighy and Miranda Hart. Another Brit film The Dig, about an archaeologist, is also due to put him up on the big screen soon. Nicky Morgan The reappointed culture secretary, now operating from the elevated calm of the House of Lords, will receive pleas from all manner of cash-starved arts schemes, venues and institutes. Will she stay in the job for the long term, and, if so, will she listen? Adele Rumours about the release date for her putative fourth album (30?) are likely to reach fever pitch after a turbulent few years out of the limelight. Royals After a stormy year, the royal family face a challenging 2020 to steady the good ship Monarchy. The Queen, who will be 94 in April, looks increasingly alone as the Duke of Edinburgh, who will be 99 in June, leads a near solitary life on the Sandringham estate in Norfolk. Decisions by some family members have raised questions over how much the Queen is consulted by others who may be keen to pursue their own agendas. Prince Andrew’s astonishing TV interview with Newsnight’s Emily Maitlis, may have put Pizza Express, Woking, on the map and had a nation googling medical conditions that prevent sweating, but any hopes that it would dampen the burning debate over his relationship with the disgraced late US financier Jeffrey Epstein are badly misplaced. With Epstein’s alleged victims’ lawyers’ relentless efforts to drag the prince into their legal battle in the US, this long saga looks set to continue, despite Andrew stepping back from public life for the foreseeable future. The Duke and Duchess of Sussex, meanwhile, are pursuing their own legal actions as part of a bold and risky strategy in taking on the press over privacy. Meghan is suing the Mail on Sunday over its publication of a private letter to her estranged father.","Vanessa Thorpe’s Predictions: Three People to Keep an Eye On

Johnny Flynn: Already known to viewers of the 2018 television adaptations of *Les Miserables* and *Vanity Fair*, this actor is set to have a very successful year. He’s playing David Bowie in the film *Stardust*, and also appears as a surprisingly blond Mr. Knightley in the adaptation of Jane Austen’s *Emma*, acting alongside Bill Nighy and Miranda Hart. Furthermore, another British film called *The Dig*, which is about an archaeologist, is also scheduled for release soon, meaning we’ll be seeing him on cinema screens quite a bit.

Nicky Morgan: The recently reappointed culture secretary, now working from the more peaceful environment of the House of Lords, will be approached by numerous arts organizations, venues and institutions which are all desperately seeking funding. The questions are: will she remain in this role for a significant period, and, if she does, will she actually listen to these requests?

Adele: Speculation surrounding the release date of her highly anticipated fourth album (possibly titled *30*?) is likely to intensify dramatically after she’s spent the last few years away from the public eye, which have been quite eventful.

The Royal Family: Following a year filled with difficulties, the royal family faces a challenging 2020 as they try to stabilize the monarchy. The Queen, who will be 94 in April, seems increasingly isolated as the Duke of Edinburgh, who will turn 99 in June, spends much of his time alone on the Sandringham estate in Norfolk. Decisions made by certain members of the family have raised doubts about how much the Queen is consulted by those who may be motivated to pursue their own individual plans. Prince Andrew’s shocking television interview with Emily Maitlis on Newsnight may have brought Pizza Express in Woking to public attention, and caused many people to search online for medical conditions that prevent sweating. However, any hopes that it would calm the intense discussion about his relationship with the late, disgraced American financier Jeffrey Epstein were completely unfounded. With lawyers representing Epstein's alleged victims continuing to push relentlessly to involve the Prince in their legal battle in the US, this extended situation looks set to continue, even though Andrew has stepped back from public duties for the foreseeable future. Meanwhile, the Duke and Duchess of Sussex are pursuing their own legal actions as part of a bold, but potentially risky, strategy to challenge the press over issues of privacy. Meghan is currently suing the Mail on Sunday for publishing a private letter she wrote to her estranged father."
5,5_6,6,"Harry has launched legal proceedings against the owners of the Sun and the Daily Mirror in relation to alleged phone hacking. The couple escaped to Canada for six weeks in November after Meghan told ITV’s Tom Bradby of the strain she felt she was under in the media spotlight. They launch their own foundation in 2020, after splitting from the Duke and Duchess of Cambridge, so all eyes will be on how they will carve out their future royal roles. Caroline Davies Three to watch Prince Charles Expect him to undertake more of the Queen’s public duties. Prince William A successful visit to Pakistan with the Duchess of Cambridge this year could lead to more roles as a statesman as he prepares to succeed his father as Prince of Wales. Baby Archie First we saw a forehead and nose, then a foot, and a couple of months later, a face. But the full Archie wasn’t revealed by the Sussexes until they introduced him to Desmond Tutu in South Africa in September. Royal fans are still waiting for his first UK appearance.","Prince Harry has started legal action against the companies that own The Sun and The Daily Mirror concerning accusations of phone hacking. In November, Harry and Meghan took a six-week break in Canada, following Meghan's discussion with ITV's Tom Bradby where she described the immense pressure she felt being constantly in the public eye. They are planning to launch their own foundation in 2020, after separating their work from that of the Duke and Duchess of Cambridge, so everyone is eager to see how they will define their future roles within the Royal Family.

Caroline Davies suggests three figures to watch:

Prince Charles: We can expect him to take on more of the Queen's official engagements.

Prince William: His successful trip to Pakistan with the Duchess of Cambridge this year could pave the way for him to take on more of a statesman-like role as he prepares to become the Prince of Wales after his father.

Baby Archie: At first, we only caught glimpses of his forehead and nose, then a foot, and then, a few months later, part of his face. However, the Duke and Duchess of Sussex finally showed the world a complete view of Archie when they introduced him to Desmond Tutu in South Africa in September. Royal fans are still waiting to see him make his first public appearance in the UK."
6,6_0,0,"The outgoing governor of the Bank of England, Mark Carney, has said all companies and financial institutions must justify their continued investment in fossil fuels, and warned that assets in the sector could end up “worthless”. In an interview with BBC Radio 4’s Today programme being broadcast on Monday, Carney said that although the financial sector was starting to cut back on investment in oil and gas companies, the process was not moving quickly enough. Carney, who will focus on his new role as UN special envoy for climate change and finance after he steps down from the governorship in the new year, agreed to appear on the programme for an edition edited by the climate crisis campaigner Greta Thunberg, one of several guest editors on Today over the holiday period. Carney has been one of the most vocal central bank governors on the need for the financial sector to do more to transition towards a zero-carbon economy. He told the programme that the climate crisis was a “tragedy on the horizon” and that more extreme weather events were inevitable. “By the time that the extreme events become so prevalent and so obvious, it will be too late to do anything about it,” he said. Political leaders had to “start addressing future problems today”. On the issue of whether investors should be divesting from companies in the fossil fuel sector, Carney said fund managers would “have to make the judgment and justify to the people whose money it ultimately is”. When pressed on whether pension funds should divest from oil and gas companies even if the returns were attractive, he replied: “Well that hasn’t been the case but they could make that argument. They need to make the argument, to be clear about why is that going to be the case if a substantial proportion of those assets are going to be worthless.” He warned: “If we were to burn all those oil and gases, there’s no way we would meet carbon budgets. Up to 80% of coal assets will be stranded, [and] up to half of developed oil reserves. A question for every company, every financial institution, every asset manager, pension fund or insurer: what’s your plan?” The Bank of England has said assets worth up to $20tn (£16tn) could become worthless very quickly if the financial sector and business do not make a smooth transition towards a zero-carbon economy.","Mark Carney, the current governor of the Bank of England who is about to leave his post, has stated that all companies and financial organisations need to explain why they are continuing to invest in fossil fuels. He also cautioned that assets in this area could eventually become ""worthless.""

In an interview set to be broadcast on BBC Radio 4’s Today programme on Monday, Carney said that although the financial industry is beginning to reduce its investments in oil and gas companies, this change isn't happening fast enough.

Carney, who will be concentrating on his new position as the UN special envoy for climate change and finance after he leaves his role as governor in the new year, agreed to appear on the program for an edition that was edited by Greta Thunberg, a climate change activist. Thunberg was one of several guest editors on Today during the holiday period.

Carney has been one of the most outspoken central bank governors regarding the need for the financial sector to do more to move towards an economy with no carbon emissions. He told the programme that the climate crisis is a ""tragedy waiting to happen"" and that more extreme weather events are unavoidable. ""By the time these extreme events become widespread and obvious, it will be too late to take any action,"" he said. He believes political leaders need to ""start dealing with future problems immediately.""

Regarding whether investors should be selling their investments in fossil fuel companies, Carney said that fund managers would ""have to make their own decisions and justify them to the people whose money they are managing."" When asked directly if pension funds should sell off their investments in oil and gas companies, even if those investments are profitable, he responded: ""Well, that hasn't been the situation so far, but they might argue that it is. They need to clearly explain why that will continue to be the case, if a large portion of those assets are likely to become worthless.""

He warned: ""If we were to burn all of those oil and gases, there’s no way we could meet our carbon emission targets. As much as 80% of coal assets will become useless, and up to half of the oil reserves that have been developed. The question is for every company, every financial institution, every asset manager, pension fund or insurance company: what is your plan?""

The Bank of England has said that assets with a value of up to $20 trillion (£16 trillion) could rapidly lose their value if the financial industry and businesses don't make a smooth transition towards an economy with no carbon emissions."
6,6_1,1,"In his interview, Carney urged climate change deniers to drop their opposition on the issue, saying: “We can’t afford on this one to have selective information, spin, misdirection.” One such sceptic is the former Daily Telegraph editor Charles Moore, who guest-edited Today on Saturday and included in his programme a feature questioning the global consensus on the climate crisis. Complaining about how much internal opposition there had been to this item being included, Moore accused the BBC of “climate change alarmism”.","During his interview, Carney strongly encouraged those who deny climate change to abandon their resistance to the issue, stating, ""We simply can't afford to have biased information, misleading arguments, or intentional deception on this matter."" One example of a climate change sceptic is Charles Moore, the former editor of the Daily Telegraph, who recently guest-edited the ""Today"" programme on Saturday. He included a segment in his programme that questioned the widespread agreement about the seriousness of the climate crisis. Moore expressed his frustration about the significant internal objections he faced regarding the inclusion of this segment, and he accused the BBC of promoting excessive fear and panic regarding climate change, which he called ""climate change alarmism."""
7,7_0,0,"A man who was shot dead in central Moscow after opening fire on the offices of the Federal Security Service (FSB), Russia’s main intelligence agency building, in an attack that killed two has been identified as a gun enthusiast. Investigators named him as Yevgeny Manyurov, 39, from Podolsk, a small town some 30 miles south of Moscow. One FSB employee was killed as Manyurov opened fire with an automatic weapon on Thursday evening, spraying the windows of the intelligence agency’s Lubyanka headquarters with bullets from the street outside. A second FSB officer died in hospital of his injuries on Friday evening. One more FSB officer was critically wounded, while three people, including a civilian, had less serious injuries. Manyurov was then shot dead by an FSB sniper, officials said. Officers discovered grenades and an improvised explosive device in a rucksack he was carrying. Security officials said Manyurov had not managed to enter the Lubyanka building, which previously housed the main offices of the KGB, the Soviet-era secret police. Russian media have portrayed the gunman, who lived with his mother, as a loner obsessed with firearms. He was unemployed, but had previously worked as a security guard, including at the embassy of the United Arab Emirates in Moscow, his father told Russian media. Manyurov recently came third in a shooting competition staged by a Soviet-era patriotic paramilitary sports group that was revived by Vladimir Putin, Russia’s president, in 2009. Police reportedly seized a small arsenal of legally owned weapons, including two semi-automatic rifles and two shotguns from his home. He is reported to have used a Kalashnikov assault rifle during Thursday’s attack. Oleg Solovich, an instructor at the Dosaaf shooting club where Manyurov practised, said he was a “poor shot” who used to arrive at the firing range in a long black Parka raincoat with a hood up. “We advised him to take off his coat during shooting sessions, but he said he felt comfortable in it,” Solovich told Russia’s Komsomolskaya Pravda newspaper.","A man who was shot and killed in the centre of Moscow after he started shooting at the offices of the Federal Security Service (FSB), Russia’s primary intelligence agency, has been identified as someone very interested in guns. This attack resulted in the deaths of two people. Investigators have identified the man as Yevgeny Manyurov, who was 39 years old and from Podolsk, a town about 50 kilometres south of Moscow. On Thursday evening, Manyurov opened fire with an automatic weapon, hitting the windows of the intelligence agency’s main headquarters in Lubyanka with bullets from the street. One FSB employee died at the scene. Another FSB officer died in hospital on Friday evening because of the injuries he sustained. One more FSB officer was seriously wounded, and three other people, including a member of the public, suffered less serious injuries. Officials stated that Manyurov was then killed by an FSB sniper. Officers found grenades and a homemade bomb in a bag he was carrying. Security officials said that Manyurov did not manage to get inside the Lubyanka building, which used to be the main offices of the KGB, the secret police from the Soviet era. Russian media outlets have described the gunman, who lived with his mother, as a solitary person with an obsession for firearms. He was unemployed, but he had previously worked as a security guard, even at the embassy of the United Arab Emirates in Moscow, according to what his father told Russian media. Recently, Manyurov had come third in a shooting competition organised by a patriotic sports group with military elements that dates back to Soviet times and was brought back into use by Vladimir Putin, the Russian president, in 2009. Police are said to have confiscated a number of legally owned weapons from his home, including two semi-automatic rifles and two shotguns. It is believed that he used a Kalashnikov assault rifle during the attack on Thursday. Oleg Solovich, an instructor at the Dosaaf shooting club where Manyurov trained, said that he was not a very good shot and would often arrive at the shooting range wearing a long black Parka raincoat with the hood pulled up. “We suggested that he take off his coat during shooting sessions, but he said he felt comfortable wearing it,” Solovich told the Russian newspaper Komsomolskaya Pravda."
7,7_1,1,"The motive for the attack remains unclear, although Kommersant, a daily newspaper, reported that witnesses told investigators he was shouting slogans “typical of Islamic State”. “I noticed he had been somewhat agitated lately,” Baza, a media outlet with links to the security services, cited his mother as saying. She said he was unmarried, with no children or close friends, and that he was passionate about guns. He appears to have had no social media presence. The assault on the FSB office took place shortly after Putin’s annual press conference in Moscow. The president was attending a gala concert at the nearby Kremlin in honour of the security services during the shootout. The attack may have been planned to coincide with the speech, an FSB source told Reuters. Meduza, an independent news website, said that police may have continued firing for some time after Manyurov was killed, possibly injuring a passerby in the process.","While the reason behind the attack is still not clear, the daily newspaper Kommersant has reported that witnesses informed investigators he was yelling phrases commonly used by the Islamic State. Baza, a news organisation that is connected to security agencies, quoted his mother as saying, ""I had noticed he seemed a bit disturbed recently."" She explained that he was single, did not have any children or close relationships, and that he was very enthusiastic about firearms. It seems he did not use social media at all. The attack on the FSB building happened shortly after Vladimir Putin's yearly press conference in Moscow. During the shooting, the President was at a celebratory concert in the nearby Kremlin, which was being held to honour the security services. According to a source within the FSB who spoke to Reuters, the attack might have been planned to happen at the same time as Putin's speech. The independent news website Meduza reported that police might have continued to fire their weapons for a period of time after Manyurov was dead, possibly causing injury to a person who was passing by."
8,8_0,0,"Austria’s Green party is on the verge of entering government for the first time after the environmentalists and the conservative party of former and likely new chancellor Sebastian Kurz agreed to a preliminary coalition deal over the weekend. As junior coalition partners of the Austrian People’s party (ÖVP), the Greens would take the place of the far-right Freedom party, whose leadership resigned in disgrace over the “Ibiza affair” corruption scandal in May, and which was duly punished by voters in ensuing elections. Kurz’s ÖVP and the Greens were the big winners in the September vote, the former coming top with 37% and the latter achieving the best result in its history. After months of protracted coalition talks, the parties reached an agreement on Saturday, with Kurz telling reporters: “I’m very optimistic about the possibility of forming a government with the Greens.” “We have overcome some seemingly insurmountable hurdles”, said the Green leader, Werner Kogler, who is likely to be made deputy chancellor. If the Austrian Green party’s 276 delegates formally approve the coalition deal this Saturday, the president, Alexander Van der Bellen, could swear in a new government as soon as 7 January. The power-sharing deal will be watched with great interest by Austria’s neighbours: in Switzerland, the Greens made historic gains in October elections and have called for reform of the country’s “magic formula” power-sharing arrangement to give the ecological party a bigger say. In Germany, Angela Merkel’s conservative CDU and the Green party lead the polls, with the next federal elections scheduled for autumn 2021. “Something is happening in our neighbouring country that citizens here can only dream of,” wrote the conservative German daily Die Welt. “A fresh start into a new political era, shaped by two pro-European parties that emerged as clear winners from recent elections”. The power balance in Austria’s new government is likely to reflect Kurz’s commanding victory in September. The ÖVP is expected to retain control of the key posts of chancellor and finance minister, while also claiming the interior, foreign and defence ministries. A new ministry for integration looks designated to allow Kurz to continue his hardline policy on immigration.","Austria's Green party is about to participate in the government for the first time ever. This comes after the environmental party and the conservative party led by Sebastian Kurz, the former and likely future chancellor, reached a preliminary coalition agreement over the weekend.

As junior partners in the coalition with the Austrian People's party (ÖVP), the Greens would replace the far-right Freedom party. The Freedom party's leaders resigned in disgrace due to the ""Ibiza affair"" corruption scandal in May, and voters penalized them for this in the subsequent elections.

Kurz's ÖVP and the Greens were the main beneficiaries of the September vote. The ÖVP won with 37% of the vote, and the Greens achieved their best result in the party's history. After a lengthy period of coalition negotiations, the parties reached an agreement on Saturday. Kurz told reporters, ""I am very optimistic about the possibility of forming a government with the Greens.""

Werner Kogler, the Green party leader, who is expected to become deputy chancellor, stated, ""We have overcome some hurdles that seemed impossible to overcome.""

If the Austrian Green party's 276 delegates formally approve the coalition deal this Saturday, President Alexander Van der Bellen could swear in the new government as early as January 7th.

Austria’s neighbours will be watching this power-sharing deal with significant interest. In Switzerland, the Greens achieved historic gains in the October elections and have called for a reform of the country's ""magic formula"" power-sharing system. They want the ecological party to have a larger role. In Germany, Angela Merkel's conservative CDU and the Green party are leading in the polls, with the next federal elections planned for autumn 2021.

""Something is happening in our neighbouring country that citizens here can only imagine,"" wrote the conservative German newspaper Die Welt. ""A new beginning into a new political era, shaped by two pro-European parties that were clear winners in the recent elections.""

The balance of power in Austria's new government is likely to show Kurz's strong victory in September. The ÖVP is expected to keep control of key positions, including chancellor and finance minister. They are also likely to take the interior, foreign and defence ministries. A new ministry for integration seems intended to allow Kurz to continue his strict policies on immigration."
8,8_1,1,"It will be run by his confidante Susanne Raab, who worked on the country’s 2017 ban on full-face veils and a 2015 law designed to curb “political Islam”. The Green party will aim to exercise the most influence through a boosted ministry for infrastructure, transport and environment, expected to be headed by the former climate activist Leonore Gewessler. Green politicians in charge of the justice and culture portfolios will hope to curb the more authoritarian tendencies of Kurz’s ÖVP. In the final stretch of negotiations, Austria’s constitutional court ruled that some of the policies proposed by the conservatives – such as expanded surveillance measures or making social benefits conditional on command of the German language – would violate the constitution. “The Greens’ main aim [during coalition talks] has been to get major concessions on protecting the climate,” said Der Standard newspaper, commenting that the deal with the conservatives was as likely to please environmentalists as to frustrate leftwingers in the party. “With everything else, damage limitation will have to do.”","The new government will be overseen by Susanne Raab, a close advisor to him. She previously played a key role in the nationwide ban on full-face veils in 2017 and a 2015 law intended to limit what was called ""political Islam."" The Green party plans to exert the most influence through a strengthened ministry responsible for infrastructure, transport, and the environment, which is anticipated to be led by Leonore Gewessler, a former climate change activist. Green party members in charge of the justice and culture departments are hoping to limit the more authoritarian leanings of Kurz’s ÖVP (Austrian People’s Party). Towards the end of the negotiation process, Austria's constitutional court decided that some of the policies suggested by the conservatives, such as increased surveillance measures or linking social benefits to German language skills, would be against the constitution. ""The Greens' main goal [during coalition negotiations] has been to achieve significant gains in climate protection,"" stated the Der Standard newspaper. They commented that the agreement with the conservatives was just as likely to satisfy environmental supporters as to disappoint left-leaning members within the Green party. “Regarding everything else, they will likely have to focus on minimising the negative impacts."""
9,9_0,0,"Striking French rail workers have clashed with riot police in Paris after holding a demonstration against pension changes despite Emmanuel Macron’s call for a Christmas truce. Hundreds of trade unionists and strikers gathered on Monday morning outside Gare de Lyon, which is used by large numbers of passengers travelling south for the holidays or to ski resorts near the Alps, and where many services have been cancelled. Some strikers made speeches denouncing the government’s proposed changes to the pension system and vowed to continue their stoppages into Christmas and the new year. Protesters let off flares and fireworks, and smoke drifted down into the station concourse. Riot police with helmets and shields were positioned at ticket barriers. The nationwide transport strikes have been going on for 19 days, causing what the state rail operator SNCF called “ongoing severe disruption” to services. A majority of trade unions and grassroots rail workers ignored the French president’s plea for a Christmas pause as passengers queued at ticket offices to find seats on the few trains running. Some train routes were cut short and some services were replaced by coaches. About 48% of ticket holders had their high-speed and intercity services cancelled on 23 and 24 December, leaving many to scramble for car-share schemes or last-minute vehicle hire. Severe disruption continued on the Paris métro and local trains in the region around the capital. Large crowds gathering at Gare du Nord for the reduced trains to the suburbs. Some passengers trying to reach airports near Paris complained that taxis were hard to find and certain drivers were charging higher than usual prices – exceeding the standard flat fee – because the traffic jams on the Paris ring road were so long. Others expressed concerns about how they would return at the end of the Christmas holidays, with strikes due to continue into January. Meanwhile, a production shutdown was under way at Lavera oil refinery in southern France, which processes 210,000 barrels per day, after workers represented by the CGT union voted to stop output as part of the protests over pension changes. CGT union workers also voted to halt production at Total’s Grandpuits refinery.","French railway workers who are on strike have had confrontations with riot police in Paris. This happened after they held a demonstration to protest against changes to the pension system, even though President Emmanuel Macron had asked them to stop striking over the Christmas period.

On Monday morning, hundreds of union members and striking workers gathered outside the Gare de Lyon train station. This station is usually very busy with people travelling south for Christmas holidays or to ski resorts in the Alps, but many train services have been cancelled. Some of the striking workers gave speeches criticizing the government's plans to change the pension system and promised to continue striking through Christmas and into the new year.

The protesters set off flares and fireworks, and the smoke from these drifted down into the main area of the station. Riot police, wearing helmets and carrying shields, were stationed at the ticket barriers.

These nationwide transport strikes have been going on for 19 days, causing what the national rail company, SNCF, described as ""significant and ongoing disruption"" to services. Most unions and ordinary rail workers ignored the President’s request for a break over Christmas, as passengers waited in long lines at ticket offices, trying to find seats on the few trains that were running. Some train journeys were shortened, and some train services were replaced by buses.

Around 48% of people who had tickets for high-speed and intercity trains had their services cancelled on the 23rd and 24th of December. This left many people struggling to find alternative ways to travel, like car-sharing or renting a car at the last minute.

There was also severe disruption on the Paris Metro and on local trains in the area surrounding the capital. Large crowds of people gathered at the Gare du Nord station to catch the reduced number of trains to the suburbs. Some passengers trying to get to airports near Paris complained that taxis were difficult to find, and some drivers were charging higher prices than usual – more than the fixed rate – because the traffic jams on the Paris ring road were so heavy.

Other people were worried about how they would get back home at the end of the Christmas holidays, as the strikes were planned to continue into January.

Meanwhile, production has been stopped at the Lavera oil refinery in the south of France, which processes 210,000 barrels of oil each day. This happened after workers represented by the CGT union voted to halt production as part of the protests against the pension changes. Workers from the CGT union also voted to stop production at Total’s Grandpuits refinery."
9,9_1,1,"Emmanuel Lepine, the secretary general of the CGT’s oil branch, told France Info radio that CGT workers at other refineries in France could also vote to halt production. “We gave an ultimatum to the government, it didn’t listen, so we’re doing exactly what we promised,” Lepine said. “What we are demanding is the withdrawal of the reform.” State officials have begun preparing for another round of union negotiations in the coming weeks before a further national day of protests on 9 January. The government has insisted it will push ahead with attempts to unify the French pension system, arguing that removing 42 “special” regimes for sectors ranging from rail and energy workers to lawyers and Opéra de Paris staff is crucial to keep the system financially viable as the population ages. While some unions support a single system, almost all reject any age-related changes. Unions are angry at government plans to introduce a “pivot age” – keeping the legal retirement age at 62 but insisting on an additional two years of work to receive a full pension.","Emmanuel Lepine, the general secretary of the CGT's oil division, announced on France Info radio that CGT members at other refineries across France might also vote to stop production. “We warned the government, but they didn’t listen, so we’re carrying out exactly what we said we would,” Lepine explained. “Our demand is that the reform is cancelled.” Government officials have started planning another series of negotiations with the unions in the next few weeks, before another national day of protests scheduled for January 9th. The government maintains that it will continue with its plans to create a single French pension system, arguing that getting rid of the 42 different and “special” pension schemes currently in place for sectors like railway workers, energy employees, lawyers, and even staff at the Opéra de Paris, is essential to ensure the system remains financially sustainable as the population gets older. Although some unions are in favour of a unified system, almost all of them are against any changes that involve age. The unions are particularly upset about the government's proposals to introduce a ""pivot age,"" which would keep the legal retirement age at 62 but require people to work for an extra two years to receive their full pension entitlement."
10,10_0,0,"As the world ushers in 2021, many will be looking forward to putting 2020 behind them. From a cocktail-making contest to a MasterChef-inspired cook-off, the Guardian spoke to four people about their plans for New Year’s Eve. ‘I think he’s making a daiquiri but he’s not very good’ “I’ll be making a raspberry mojito,” said Elinor, speaking of the cocktail-making contest she and her partner, Richard, both 32, have planned for Thursday night. “I think he’s making a daiquiri, but he’s not very good,” she added. Elinor, who works as an engineer in Glasgow, said the idea came to them as they drew suggestions from a hat. Both of them will also be attending an organised online murder mystery event. “We’ve done one before and they work quite well – you go into Zoom rooms to be questioned then come back together and watch the scenes play out,” she said. “In Scotland we have a tradition to ‘first foot’, which means being someone’s first visitor after midnight – normally bearing gifts such as shortbread and whisky. You’re not supposed to cross your threshold to leave your house until you get your first foot [visitor], but with Covid I do worry how some people will balance their superstitions.” The last two years both of them had norovirus, so this year is seen as an “improvement”. “We would normally have drinks at a friend’s house, but we just hope we can stop the number of people getting sick. It’s horrifying at the moment.” ‘We’ve got to be optimistic’ In Preston, Janet and her husband, now both retired, have got together with neighbours every year for the last 18 years for a Christmas party. Coronavirus has prevented them celebrating this year but they are determined to see in 2021 together. In their cul-de-sac, people from five houses are planning to take fire pits and patios – and their drink of choice – to their front gardens at 11.30pm for a safe, socially distanced party.","As 2021 begins, a lot of people are eager to forget about 2020. The Guardian newspaper talked to four people about what they are planning for New Year's Eve, ranging from a cocktail-making competition to a cooking challenge inspired by the TV show MasterChef.

“I think he’s trying to make a daiquiri, but he's not very skilled at it!” Elinor said, referring to the cocktail contest she and her partner, Richard, who are both 32, have organized for Thursday evening. ""I'll be making a raspberry mojito,"" she explained. Elinor, who works as an engineer in Glasgow, mentioned that they came up with the idea when they picked suggestions out of a hat.

They will also both be participating in a pre-arranged online murder mystery game. “We’ve played one before and they’re quite enjoyable. You’re put into Zoom breakout rooms to be questioned and then everyone comes back to the main room to watch the scenes unfold,” she said. ""In Scotland, there's a tradition called 'first footing,' which means being the first person to visit someone's house after midnight – usually bringing gifts like shortbread and whisky. You aren't supposed to leave your house until you've had your first visitor, but with the Covid situation, I'm a bit concerned about how people will manage to balance their beliefs and superstitions with the restrictions.""

For the past two years, both Elinor and Richard have been ill with norovirus. Because of this, they consider this year to be an ""improvement."" ""We would normally go to a friend's house for drinks, but we are just hoping we can reduce the number of people getting sick. The situation is really worrying at the moment.""

‘We’ve got to be optimistic’

In Preston, Janet and her husband, who are both now retired, have been getting together with their neighbours every year for the past 18 years for a Christmas party. This year, the coronavirus has prevented them from celebrating as usual, but they are determined to welcome 2021 together. People from five houses in their cul-de-sac are planning to take fire pits and outdoor furniture – along with their favourite drinks – to their front gardens at 11:30 pm for a safe, socially distanced party."
