original_index,chunk_id,chunk_index,text,simplified_text
5,5_2,2,"Greenland is losing its ice sheet seven times faster than it was in the 1990s, and the west Antarctic ice sheet is now destabilising dangerously – threatening sea-level rises that will be devastating in low-lying Bangladesh and Pacific islands in the near future. Temperatures also reached record highs in Australia, triggering continent-wide bushfires, while in Africa, the Victoria Falls – one of the planet’s greatest cascades of water – dried to a trickle in 2019. The Glasgow talks will take place against this grim, ecological background. Robin McKie Three to watch Greta Thunberg Can the activist maintain the momentum of the climate protest movement? Donald Trump He is pulling the US out of international climate agreements by 4 November, 2020. But if he loses next year’s presidential election, on 3 November, and a Democrat wins, the US would rejoin talks in 2021. Claire Perry O’Neill As president of COP26, it will be the principal job of the former Tory MP to ensure the talks are successful. Politics The UK’s membership of the European Union will be terminated at the end of January, but that’s not Brexit done. We then enter a transition period while there are tough and complex negotiations about the future relationship with our closest neighbours and most important trading partners. Boris Johnson says he can secure a zero-tariff, zero-quota free trade deal without having to commit to regulatory alignment with the bloc. The EU suggests it will never agree to this. The Tory leader has further upped the stakes by declaring that the UK will crash out of the transition without a deal if there’s no agreement by the end of the year. Will he really take such a big risk with the British economy, especially its manufacturers and the livelihoods of the voters in the Midlands and the north of England who helped him to a majority? By the end of the year, either his bluff will have been called or he will betray those new Tory voters. There will not be another referendum on independence for Scotland in 2020. The SNP will demand it, but without any real conviction that it can get one from a Conservative government that has set an adamantine face against the idea. This refusal will suit the Nationalists.","Greenland's ice is melting much faster than before. It is melting seven times faster than it was in the 1990s. Also, the west Antarctic ice sheet is now becoming unstable, which is very worrying. This could cause sea levels to rise a lot, which would be very bad for countries like Bangladesh and islands in the Pacific Ocean in the future.

The temperature in Australia reached record high levels, which caused big bushfires all over the country. In Africa, the Victoria Falls, which is a very famous waterfall, almost dried up in 2019. The climate talks in Glasgow will happen with all these worrying things happening in the world.

Here are some people to watch:

*   **Greta Thunberg:** Can she keep the climate protest movement going strong?
*   **Donald Trump:** He is taking the US out of international climate agreements by November 4, 2020. But if he loses the election next year on November 3, and a Democrat wins, the US could join the talks again in 2021.
*   **Claire Perry O’Neill:** She is in charge of the COP26 talks, so her main job is to make sure the talks are successful. She used to be a Member of Parliament.

**Politics**

The UK will leave the European Union at the end of January, but that is not the end of Brexit. After that, there will be a period where the UK and the EU will negotiate a new agreement about their future relationship. These talks will be difficult because the EU is the UK's closest neighbour and most important trading partner.

Boris Johnson, the Prime Minister, says he can get a trade deal with the EU that has no taxes and no limits on the amount of goods traded. He says he can do this without having to follow the same rules as the EU. But the EU says they will not agree to this.

Boris Johnson has also said that if there is no agreement by the end of the year, the UK will leave the EU without a deal. This means there would be problems with trade and other things. Will he really take such a big risk with the British economy, especially for the factories and the people who voted for him in the Midlands and the north of England?

By the end of the year, either he will have to back down, or he will disappoint those new voters.

There will not be another vote about Scotland becoming independent in 2020. The Scottish National Party (SNP) will ask for it, but they don't really think they will get permission from the Conservative government, which is against the idea. This refusal will actually help the SNP."
5,5_3,3,"Current polling suggests that they can’t be confident of winning a referendum now, and a second defeat would surely kill their ambition for a long time. The SNP’s true aim is to stoke Scottish resentment against Westminster to pave the way for a big win in the elections to the Scottish parliament in 2021. That’s the year with the potential for a constitutional car crash that rips apart the kingdom. Both the Lib Dems and Labour will choose new leaders. Most of the attention will be focused on the latter contest, which is expected to climax around March. Expect bitter rows about the election process as the Corbynites who control the party’s national executive committee try to fix the terms of the battle to favour their continuity candidate, Rebecca Long Bailey. Labour moderates are already saying that the succession of a beardless variation of Jeremy Corbyn will doom Labour to another decade in opposition. If that happens, the moderates will be asking whether the party is dead to them and they should try something different. Andrew Rawnsley Three to watch Boris Johnson He has made numerous promises about Brexit, the NHS and investment in the north. Can he stick to his pledges or will the wheels start to come off his premiership in 2020? Nicola Sturgeon Following a resounding victory in Scotland in the December 2019 general election, all eyes will be on the leader of the SNP in the year ahead to see how she manages to capitalise on her popularity in her push for Scottish independence. Rebecca Long Bailey She has a tough battle ahead against increasing numbers of candidates for the Labour party leadership. Will the members come out for the natural successor to Corbyn or will they want something new for the party? Arts Viewers eager to enter the dark world of Mark Gatiss and Steven Moffat’s Dracula (BBC One, New Year’s Day), should also look out for the third season of the murky and mysterious Babylon Berlin, the most expensive non-English-language show ever made. Set in chaotic Weimar Germany, with subtitles, it is thrilling and scary and out on Sky 1 on 24 January.","Right now, polls show that they probably won't win a referendum. If they lose a second time, it would stop their plans for a long time. The SNP really wants to make Scottish people angry with the government in London. They want to win the elections to the Scottish parliament in 2021. That year could be a big problem for the UK and break it apart.

The Liberal Democrats and the Labour party will choose new leaders. Most people will watch the Labour party election, which should finish around March. There will probably be big arguments about how the election is done. People who support Corbyn and control the party will try to make the rules help their candidate, Rebecca Long Bailey. Some people in the Labour party who don't agree with Corbyn say that if someone like him becomes leader again, Labour will lose for another ten years. If that happens, they will wonder if the party is finished for them and if they should try something else.

Here are three people to watch:

*   **Boris Johnson:** He has promised many things about Brexit, the NHS, and giving money to the north of England. Can he do what he promised, or will things start to go wrong for him in 2020?

*   **Nicola Sturgeon:** After winning a lot of seats in Scotland in the December 2019 election, everyone will be watching the leader of the SNP. They will see how she uses her popularity to try to get Scotland to become independent.

*   **Rebecca Long Bailey:** She has a difficult fight to become the leader of the Labour party. Many people want the job. Will the members choose someone who is like Corbyn, or will they want someone new for the party?

**Arts**

People who want to see the scary world of Mark Gatiss and Steven Moffat’s *Dracula* (BBC One, New Year’s Day) should also watch the third season of *Babylon Berlin*. It's a mysterious and dark show, and the most expensive show not made in English. It is set in Germany during a confusing time, and it has subtitles. It is exciting and scary and will be on Sky 1 on January 24."
5,5_4,4,"Closer to home, there is more stylish, existential angst, this time with a comic twist, on offer when the acclaimed BBC Two series Inside Number 9, from Reece Shearsmith and Steve Pemberton returns in February. Theatrical novelties waiting in the wings include the first stage production of Angela Carter’s The Company of Wolves in May at the New Vic in Newcastle-under-Lyme in Staffordshire and a revival of Alan Bennett’s much-loved Talking Heads at the Watford Palace Theatre in Watford, courtesy of Dead Ringers’ Jan Ravens and co-star Julia Watson. And the enduring Rodgers &amp; Hammerstein musical, Carousel, is to spin into London’s open-air venue, Regent’s Park Theatre, in the summer. Celebrations of Beethoven’s 250th birthday will kick off with Sir Simon Rattle and the London Symphony Orchestra performing the seventh symphony on 15 January, and his opera Fidelio will be staged at Covent Garden in March, starring the German tenor Jonas Kaufmann as Florestan. Among art exhibitions, previously unseen work is promised at Gauguin and the Impressionists at the Royal Academy from the end of March, with paintings from Pissarro, Monet, Manet and Degas. Over at the British Museum, a new show Living with art: Picasso to Celmins starts in January, before a national tour, and will feature works given to the museum by the late film critic Alexander Walker. Highlights will include Jungle Boy, an early etching by David Hockney. In the cinema, the British year gets off to a good start with Sam Mendes’ 1917 and Armando Iannucci’s The Personal History of David Copperfield, both out in January, but the new Bond, No Time to Die, is now not being released until April. Smaller budget productions to look out for include Rose Glass’s acclaimed horror debut Saint Maud, starring Morfydd Clark, and the film of Florian Zeller’s stage hit The Father, which premieres at the Sundance film festival in January.","Nearer to where we live, you can find more fashionable and thoughtful drama. This time, it has funny moments too. The popular BBC Two show, Inside Number 9, by Reece Shearsmith and Steve Pemberton, will be back in February.

There are some interesting new theatre shows coming soon. In May, at the New Vic theatre in Newcastle-under-Lyme, Staffordshire, there will be the first theatre show of Angela Carter’s book, The Company of Wolves. Also, Alan Bennett’s well-liked Talking Heads will be shown again at the Watford Palace Theatre in Watford. Jan Ravens, who is from the show Dead Ringers, and Julia Watson will be acting in it. And the famous musical by Rodgers & Hammerstein, Carousel, will be performed at the Regent’s Park Theatre in London during the summer. This theatre is outside.

To celebrate 250 years since Beethoven was born, Sir Simon Rattle and the London Symphony Orchestra will play his seventh symphony on January 15th. Also, his opera, Fidelio, will be performed at Covent Garden in March. The singer Jonas Kaufmann, who is from Germany, will play Florestan.

For art exhibitions, the Royal Academy will show some paintings by Gauguin and the Impressionists that people have not seen before. This starts at the end of March and includes paintings by Pissarro, Monet, Manet, and Degas. At the British Museum, a new show called Living with art: Picasso to Celmins begins in January. It will then travel around the country. The show will have art that was given to the museum by Alexander Walker, who was a film critic. One of the best things to see will be Jungle Boy, which is an early picture made by David Hockney.

In the cinema, the British year starts well with two films. Sam Mendes’ film, 1917, and Armando Iannucci’s film, The Personal History of David Copperfield, both come out in January. But the new James Bond film, No Time to Die, will not be shown until April. Some smaller films to watch out for are Rose Glass’s horror film, Saint Maud, with Morfydd Clark, and the film of Florian Zeller’s play, The Father. This film will be shown for the first time at the Sundance film festival in January."
5,5_5,5,"Vanessa Thorpe Three to watch Johnny Flynn Already familiar to fans of the 2018 TV series of Les Miserables and Vanity Fair, the actor will have a big year. He appears as Bowie in Stardust and as a blond (shock) Knightley in a film of Jane Austen’s Emma, alongside Bill Nighy and Miranda Hart. Another Brit film The Dig, about an archaeologist, is also due to put him up on the big screen soon. Nicky Morgan The reappointed culture secretary, now operating from the elevated calm of the House of Lords, will receive pleas from all manner of cash-starved arts schemes, venues and institutes. Will she stay in the job for the long term, and, if so, will she listen? Adele Rumours about the release date for her putative fourth album (30?) are likely to reach fever pitch after a turbulent few years out of the limelight. Royals After a stormy year, the royal family face a challenging 2020 to steady the good ship Monarchy. The Queen, who will be 94 in April, looks increasingly alone as the Duke of Edinburgh, who will be 99 in June, leads a near solitary life on the Sandringham estate in Norfolk. Decisions by some family members have raised questions over how much the Queen is consulted by others who may be keen to pursue their own agendas. Prince Andrew’s astonishing TV interview with Newsnight’s Emily Maitlis, may have put Pizza Express, Woking, on the map and had a nation googling medical conditions that prevent sweating, but any hopes that it would dampen the burning debate over his relationship with the disgraced late US financier Jeffrey Epstein are badly misplaced. With Epstein’s alleged victims’ lawyers’ relentless efforts to drag the prince into their legal battle in the US, this long saga looks set to continue, despite Andrew stepping back from public life for the foreseeable future. The Duke and Duchess of Sussex, meanwhile, are pursuing their own legal actions as part of a bold and risky strategy in taking on the press over privacy. Meghan is suing the Mail on Sunday over its publication of a private letter to her estranged father.","Here are some people to watch out for:

**Johnny Flynn:** You may know Johnny Flynn from the TV shows *Les Miserables* and *Vanity Fair* in 2018. He will be in some important movies this year. He plays David Bowie in the movie *Stardust*. He is also in a movie based on Jane Austen's book, *Emma*, where he has blond hair! Bill Nighy and Miranda Hart are also in this movie. Another British movie called *The Dig*, which is about someone who studies old objects from the ground, will also be in cinemas soon with him in it.

**Nicky Morgan:** Nicky Morgan is back as the person in charge of culture. She is now working in the House of Lords, which is a quiet and important place. Many people who need money for art projects, places to perform, and organisations will ask her for help. Will she stay in this job for a long time? And if she does, will she listen to their requests?

**Adele:** People are talking a lot about when Adele will release her fourth album (maybe called *30*?). The excitement will probably increase a lot after she has had a few difficult years away from being famous.

**The Royal Family:** After a difficult year, the royal family will have a challenging year in 2020 to keep the monarchy strong. The Queen will be 94 in April. It seems she is more and more alone because the Duke of Edinburgh, who will be 99 in June, mostly lives by himself on the Sandringham estate in Norfolk. Some decisions made by members of the family have made people wonder if the Queen is always asked before others do things that they want to do. Prince Andrew's surprising TV interview with Emily Maitlis on the show *Newsnight* made Pizza Express in Woking famous and made everyone search on the internet for medical reasons why people don't sweat. But the interview did not stop the discussion about his friendship with Jeffrey Epstein, a rich American man who did bad things. Lawyers for the people who say they were hurt by Epstein are trying very hard to get Prince Andrew involved in their court case in the United States. This long story will probably continue, even though Andrew has stopped doing public things for now. The Duke and Duchess of Sussex are also starting their own legal cases. They are trying a very risky plan to fight newspapers about their privacy. Meghan is taking the *Mail on Sunday* newspaper to court because they published a private letter she wrote to her father, who she does not have a good relationship with."
5,5_6,6,"Harry has launched legal proceedings against the owners of the Sun and the Daily Mirror in relation to alleged phone hacking. The couple escaped to Canada for six weeks in November after Meghan told ITV’s Tom Bradby of the strain she felt she was under in the media spotlight. They launch their own foundation in 2020, after splitting from the Duke and Duchess of Cambridge, so all eyes will be on how they will carve out their future royal roles. Caroline Davies Three to watch Prince Charles Expect him to undertake more of the Queen’s public duties. Prince William A successful visit to Pakistan with the Duchess of Cambridge this year could lead to more roles as a statesman as he prepares to succeed his father as Prince of Wales. Baby Archie First we saw a forehead and nose, then a foot, and a couple of months later, a face. But the full Archie wasn’t revealed by the Sussexes until they introduced him to Desmond Tutu in South Africa in September. Royal fans are still waiting for his first UK appearance.","Harry is taking legal action against the newspapers, The Sun and The Daily Mirror. He says they illegally listened to his phone messages. In November, Harry and Meghan went to Canada for six weeks. This happened after Meghan told a TV reporter, Tom Bradby, that she felt stressed because the media was always watching her. In 2020, they will start their own charity. This is after they stopped working with Prince William and Kate. Everyone will be watching to see what they do as members of the Royal Family in the future.

Caroline Davies says these three people are important to watch:

Prince Charles: He will probably do more of the Queen’s duties for her.

Prince William: He and Kate had a good trip to Pakistan this year. Because of this, he might do more work as a representative of the country. He is getting ready to become the Prince of Wales after his father.

Baby Archie: First, we saw his forehead and nose. Then we saw his foot. After a few months, we saw his face. But Harry and Meghan didn't show us all of Archie until they introduced him to Desmond Tutu in South Africa in September. People who like the Royal Family are still waiting to see him in the UK for the first time."
6,6_0,0,"The outgoing governor of the Bank of England, Mark Carney, has said all companies and financial institutions must justify their continued investment in fossil fuels, and warned that assets in the sector could end up “worthless”. In an interview with BBC Radio 4’s Today programme being broadcast on Monday, Carney said that although the financial sector was starting to cut back on investment in oil and gas companies, the process was not moving quickly enough. Carney, who will focus on his new role as UN special envoy for climate change and finance after he steps down from the governorship in the new year, agreed to appear on the programme for an edition edited by the climate crisis campaigner Greta Thunberg, one of several guest editors on Today over the holiday period. Carney has been one of the most vocal central bank governors on the need for the financial sector to do more to transition towards a zero-carbon economy. He told the programme that the climate crisis was a “tragedy on the horizon” and that more extreme weather events were inevitable. “By the time that the extreme events become so prevalent and so obvious, it will be too late to do anything about it,” he said. Political leaders had to “start addressing future problems today”. On the issue of whether investors should be divesting from companies in the fossil fuel sector, Carney said fund managers would “have to make the judgment and justify to the people whose money it ultimately is”. When pressed on whether pension funds should divest from oil and gas companies even if the returns were attractive, he replied: “Well that hasn’t been the case but they could make that argument. They need to make the argument, to be clear about why is that going to be the case if a substantial proportion of those assets are going to be worthless.” He warned: “If we were to burn all those oil and gases, there’s no way we would meet carbon budgets. Up to 80% of coal assets will be stranded, [and] up to half of developed oil reserves. A question for every company, every financial institution, every asset manager, pension fund or insurer: what’s your plan?” The Bank of England has said assets worth up to $20tn (£16tn) could become worthless very quickly if the financial sector and business do not make a smooth transition towards a zero-carbon economy.","Mark Carney, the governor of the Bank of England who is leaving soon, has said that all companies and banks need to explain why they are still investing in fossil fuels like oil and gas. He warned that these investments could become “worthless” in the future.

In an interview on the BBC Radio 4’s Today programme, Carney said that banks are starting to invest less in oil and gas companies, but it is not happening fast enough.

Carney will soon start a new job as a special representative for climate change and finance at the United Nations. He agreed to be on the programme which was organized by Greta Thunberg, who is a climate change activist. She was one of the guest editors on the Today programme for the holidays.

Carney has been one of the most outspoken bank governors about the need for banks to do more to help the world move towards a zero-carbon economy. He told the programme that the climate crisis is a “tragedy that is coming” and that more extreme weather events will happen.

He said that ""by the time that these extreme events happen often and are very clear, it will be too late to do anything about it.” He also said that political leaders need to ""start dealing with future problems now"".

When asked if investors should stop investing in fossil fuel companies, Carney said that people who manage money will “have to decide and explain to the people whose money it really is”.

When asked if pension funds should stop investing in oil and gas companies even if they make a lot of money, he said: “Well, that has not happened, but they could argue that. They need to explain why that would be the case if a large part of those investments are going to be worthless.”

He warned: “If we burn all of the oil and gas, we will not be able to meet our goals for reducing carbon. Up to 80% of coal investments will be lost, and up to half of the oil reserves in developed countries. So every company, every bank, every investment manager, pension fund and insurance company needs to answer the question: what is your plan?”

The Bank of England has said that investments worth up to $20 trillion could quickly become worthless if banks and businesses do not smoothly move towards a zero-carbon economy."
6,6_1,1,"In his interview, Carney urged climate change deniers to drop their opposition on the issue, saying: “We can’t afford on this one to have selective information, spin, misdirection.” One such sceptic is the former Daily Telegraph editor Charles Moore, who guest-edited Today on Saturday and included in his programme a feature questioning the global consensus on the climate crisis. Complaining about how much internal opposition there had been to this item being included, Moore accused the BBC of “climate change alarmism”.","In his interview, Carney asked people who don't believe in climate change to stop disagreeing about it. He said, ""We need to be honest about this issue and not use only some information or try to trick people."" One person who doesn't fully believe in climate change is Charles Moore. He used to be the editor of the Daily Telegraph. He was in charge of the ""Today"" program on Saturday. In his program, he talked about whether most people around the world really agree about the climate crisis. Moore complained that many people at the BBC didn't want him to include this part in the program. He said the BBC was making people too worried about climate change."
7,7_0,0,"A man who was shot dead in central Moscow after opening fire on the offices of the Federal Security Service (FSB), Russia’s main intelligence agency building, in an attack that killed two has been identified as a gun enthusiast. Investigators named him as Yevgeny Manyurov, 39, from Podolsk, a small town some 30 miles south of Moscow. One FSB employee was killed as Manyurov opened fire with an automatic weapon on Thursday evening, spraying the windows of the intelligence agency’s Lubyanka headquarters with bullets from the street outside. A second FSB officer died in hospital of his injuries on Friday evening. One more FSB officer was critically wounded, while three people, including a civilian, had less serious injuries. Manyurov was then shot dead by an FSB sniper, officials said. Officers discovered grenades and an improvised explosive device in a rucksack he was carrying. Security officials said Manyurov had not managed to enter the Lubyanka building, which previously housed the main offices of the KGB, the Soviet-era secret police. Russian media have portrayed the gunman, who lived with his mother, as a loner obsessed with firearms. He was unemployed, but had previously worked as a security guard, including at the embassy of the United Arab Emirates in Moscow, his father told Russian media. Manyurov recently came third in a shooting competition staged by a Soviet-era patriotic paramilitary sports group that was revived by Vladimir Putin, Russia’s president, in 2009. Police reportedly seized a small arsenal of legally owned weapons, including two semi-automatic rifles and two shotguns from his home. He is reported to have used a Kalashnikov assault rifle during Thursday’s attack. Oleg Solovich, an instructor at the Dosaaf shooting club where Manyurov practised, said he was a “poor shot” who used to arrive at the firing range in a long black Parka raincoat with a hood up. “We advised him to take off his coat during shooting sessions, but he said he felt comfortable in it,” Solovich told Russia’s Komsomolskaya Pravda newspaper.","A man who was killed in the center of Moscow after shooting at the offices of the Federal Security Service (FSB), Russia's main intelligence agency, has been named. The attack killed two people. The man has been identified as someone who really liked guns.

The investigators said his name was Yevgeny Manyurov. He was 39 years old and from Podolsk. Podolsk is a small town about 30 miles south of Moscow.

On Thursday evening, Manyurov started shooting with a gun. He was using an automatic weapon and fired bullets at the windows of the FSB headquarters in Lubyanka from the street. One FSB employee was killed. On Friday evening, a second FSB officer died in the hospital because of his injuries. Another FSB officer was badly hurt. Three other people were also hurt, including one person who was not working for the FSB.

Officials said that Manyurov was then shot and killed by an FSB sniper. Officers found some grenades and a homemade bomb in a bag he was carrying.

Security officials said that Manyurov did not get inside the Lubyanka building. This building used to be the main offices of the KGB, which was the secret police in the Soviet times.

Russian news has described the gunman as someone who lived alone with his mother and was very interested in guns. He didn't have a job, but he used to work as a security guard. He even worked at the embassy of the United Arab Emirates in Moscow, his father told Russian news.

Recently, Manyurov came third in a shooting competition. This competition was organized by a sports group that was like the military. This group was started again by Vladimir Putin, the president of Russia, in 2009.

Police took away a lot of weapons from his home that he owned legally. This included two rifles that could fire automatically and two shotguns. It is said that he used a Kalashnikov rifle during the attack on Thursday.

Oleg Solovich was an instructor at the Dosaaf shooting club where Manyurov practiced. Solovich said that Manyurov was not a good shooter. He used to come to the shooting range wearing a long black coat with a hood. Solovich told the Russian newspaper Komsomolskaya Pravda, ""We told him to take off his coat when he was shooting, but he said he felt comfortable wearing it."""
7,7_1,1,"The motive for the attack remains unclear, although Kommersant, a daily newspaper, reported that witnesses told investigators he was shouting slogans “typical of Islamic State”. “I noticed he had been somewhat agitated lately,” Baza, a media outlet with links to the security services, cited his mother as saying. She said he was unmarried, with no children or close friends, and that he was passionate about guns. He appears to have had no social media presence. The assault on the FSB office took place shortly after Putin’s annual press conference in Moscow. The president was attending a gala concert at the nearby Kremlin in honour of the security services during the shootout. The attack may have been planned to coincide with the speech, an FSB source told Reuters. Meduza, an independent news website, said that police may have continued firing for some time after Manyurov was killed, possibly injuring a passerby in the process.","We still don't know why the attack happened. However, the newspaper Kommersant said that people who saw it told investigators that the attacker was shouting things that sounded like they came from the Islamic State. Baza, a news website that is connected to the security services, quoted the attacker's mother. She said, ""I saw that he was a bit worried recently."" She also said that he was not married, did not have any children or close friends, and that he really liked guns. It seems he didn't use social media. The attack on the FSB office happened soon after Putin finished his yearly press conference in Moscow. While the shooting was happening, the president was at a special concert in the Kremlin, which is close by. The concert was to celebrate the security services. Someone from the FSB told Reuters that the attack might have been planned to happen at the same time as Putin's speech. Meduza, a news website that is not controlled by the government, said that police might have kept shooting for a while after Manyurov was killed. They might have hurt someone who was walking by."
8,8_0,0,"Austria’s Green party is on the verge of entering government for the first time after the environmentalists and the conservative party of former and likely new chancellor Sebastian Kurz agreed to a preliminary coalition deal over the weekend. As junior coalition partners of the Austrian People’s party (ÖVP), the Greens would take the place of the far-right Freedom party, whose leadership resigned in disgrace over the “Ibiza affair” corruption scandal in May, and which was duly punished by voters in ensuing elections. Kurz’s ÖVP and the Greens were the big winners in the September vote, the former coming top with 37% and the latter achieving the best result in its history. After months of protracted coalition talks, the parties reached an agreement on Saturday, with Kurz telling reporters: “I’m very optimistic about the possibility of forming a government with the Greens.” “We have overcome some seemingly insurmountable hurdles”, said the Green leader, Werner Kogler, who is likely to be made deputy chancellor. If the Austrian Green party’s 276 delegates formally approve the coalition deal this Saturday, the president, Alexander Van der Bellen, could swear in a new government as soon as 7 January. The power-sharing deal will be watched with great interest by Austria’s neighbours: in Switzerland, the Greens made historic gains in October elections and have called for reform of the country’s “magic formula” power-sharing arrangement to give the ecological party a bigger say. In Germany, Angela Merkel’s conservative CDU and the Green party lead the polls, with the next federal elections scheduled for autumn 2021. “Something is happening in our neighbouring country that citizens here can only dream of,” wrote the conservative German daily Die Welt. “A fresh start into a new political era, shaped by two pro-European parties that emerged as clear winners from recent elections”. The power balance in Austria’s new government is likely to reflect Kurz’s commanding victory in September. The ÖVP is expected to retain control of the key posts of chancellor and finance minister, while also claiming the interior, foreign and defence ministries. A new ministry for integration looks designated to allow Kurz to continue his hardline policy on immigration.","In Austria, the Green party is very close to being part of the government for the first time. This is because the Green party and the conservative party of Sebastian Kurz have agreed on a plan to work together. Kurz used to be the chancellor and will probably be again.

The Greens will be the smaller partner in the government with Kurz’s Austrian People’s party (ÖVP). They will replace the far-right Freedom party. The Freedom party’s leaders had to leave because of a big problem called the “Ibiza affair,” which was about corruption. Because of this, people didn't vote for them in the next elections.

In the September elections, Kurz’s ÖVP and the Greens did very well. The ÖVP got the most votes with 37%, and the Greens had their best result ever. After talking for many months, the parties made an agreement on Saturday. Kurz told reporters that he was hopeful they could form a government with the Greens. The leader of the Green party, Werner Kogler, said they had solved some problems that seemed impossible to solve. He will probably become the deputy chancellor.

If the Green party's members agree to the plan this Saturday, the president of Austria, Alexander Van der Bellen, could create a new government as early as January 7th.

Other countries near Austria will be watching this new government closely. In Switzerland, the Greens did very well in the elections in October. They want to change how power is shared in Switzerland so that the Green party has more say. In Germany, Angela Merkel's CDU party and the Green party are popular. The next elections in Germany are in autumn 2021.

The German newspaper Die Welt wrote that something is happening in Austria that people in Germany can only dream of. They said it is a new beginning in politics, led by two parties that are in favor of Europe and did well in the recent elections.

It is likely that Kurz will have a lot of power in the new government because his party won by a large amount in September. The ÖVP will probably keep the important jobs of chancellor and finance minister. They will also likely control the ministries for the interior, foreign affairs, and defense. A new ministry for integration might be created so that Kurz can continue his strict rules on immigration."
8,8_1,1,"It will be run by his confidante Susanne Raab, who worked on the country’s 2017 ban on full-face veils and a 2015 law designed to curb “political Islam”. The Green party will aim to exercise the most influence through a boosted ministry for infrastructure, transport and environment, expected to be headed by the former climate activist Leonore Gewessler. Green politicians in charge of the justice and culture portfolios will hope to curb the more authoritarian tendencies of Kurz’s ÖVP. In the final stretch of negotiations, Austria’s constitutional court ruled that some of the policies proposed by the conservatives – such as expanded surveillance measures or making social benefits conditional on command of the German language – would violate the constitution. “The Greens’ main aim [during coalition talks] has been to get major concessions on protecting the climate,” said Der Standard newspaper, commenting that the deal with the conservatives was as likely to please environmentalists as to frustrate leftwingers in the party. “With everything else, damage limitation will have to do.”","Susanne Raab, someone he trusts a lot, will be in charge of it. She helped with the ban on face coverings in 2017. She also worked on a law from 2015 that tried to limit “political Islam”.

The Green party wants to have the most power through a bigger ministry. This ministry will be for things like roads, trains, and protecting nature. Leonore Gewessler, who used to fight for the climate, is likely to lead this ministry.

Green politicians who are in charge of justice and culture hope to stop Kurz’s ÖVP party from becoming too strict.

Near the end of talks, Austria’s top court said that some of the things the conservatives wanted to do were against the rules. For example, they wanted to watch people more and make social help depend on how well someone spoke German. The court said these things were not allowed by the constitution.

The Der Standard newspaper said, “The Green party’s main goal [during talks] was to get big promises about saving the climate.” They also said that the deal with the conservatives will probably make some environmentalists happy, but other left-wing people in the party unhappy. “For everything else, they will have to try and limit the bad effects.”"
9,9_0,0,"Striking French rail workers have clashed with riot police in Paris after holding a demonstration against pension changes despite Emmanuel Macron’s call for a Christmas truce. Hundreds of trade unionists and strikers gathered on Monday morning outside Gare de Lyon, which is used by large numbers of passengers travelling south for the holidays or to ski resorts near the Alps, and where many services have been cancelled. Some strikers made speeches denouncing the government’s proposed changes to the pension system and vowed to continue their stoppages into Christmas and the new year. Protesters let off flares and fireworks, and smoke drifted down into the station concourse. Riot police with helmets and shields were positioned at ticket barriers. The nationwide transport strikes have been going on for 19 days, causing what the state rail operator SNCF called “ongoing severe disruption” to services. A majority of trade unions and grassroots rail workers ignored the French president’s plea for a Christmas pause as passengers queued at ticket offices to find seats on the few trains running. Some train routes were cut short and some services were replaced by coaches. About 48% of ticket holders had their high-speed and intercity services cancelled on 23 and 24 December, leaving many to scramble for car-share schemes or last-minute vehicle hire. Severe disruption continued on the Paris métro and local trains in the region around the capital. Large crowds gathering at Gare du Nord for the reduced trains to the suburbs. Some passengers trying to reach airports near Paris complained that taxis were hard to find and certain drivers were charging higher than usual prices – exceeding the standard flat fee – because the traffic jams on the Paris ring road were so long. Others expressed concerns about how they would return at the end of the Christmas holidays, with strikes due to continue into January. Meanwhile, a production shutdown was under way at Lavera oil refinery in southern France, which processes 210,000 barrels per day, after workers represented by the CGT union voted to stop output as part of the protests over pension changes. CGT union workers also voted to halt production at Total’s Grandpuits refinery.","French train workers who are on strike had some problems with the police in Paris. This happened after they had a protest against changes to their pensions. This was even though the French President, Emmanuel Macron, asked them to stop the strike for Christmas.

On Monday morning, many workers and people from unions gathered outside the Gare de Lyon train station. This station is used by many people who are travelling south for the holidays or to go skiing near the Alps. Many trains from this station have been cancelled. Some of the striking workers gave speeches. They said they didn't agree with the government's plan to change the pension system. They also said they would keep striking over Christmas and into the new year.

The people protesting set off flares and fireworks. The smoke went into the station. Police officers wearing helmets and shields stood at the ticket gates.

The train strikes have been happening all over the country for 19 days. The train company, SNCF, said that the strikes are causing ""big problems"" with the trains. Most of the unions and train workers did not listen to the President's request to stop for Christmas. People waited in lines at the ticket offices to try and get seats on the few trains that were running. Some trains were stopped before they reached their final stop, and some trains were replaced with buses.

About 48% of people with tickets for fast trains and long-distance trains had their trains cancelled on December 23rd and 24th. This made many people try to find car-sharing or rent a car at the last minute. There were also big problems with the Paris underground and local trains around Paris. Many people gathered at the Gare du Nord train station to take the smaller number of trains to the suburbs.

Some people who were trying to get to airports near Paris said that it was hard to find taxis. Some taxi drivers were charging more money than usual because there was a lot of traffic on the roads around Paris. Other people were worried about how they would get back home after the Christmas holidays, because the strikes are planned to continue into January.

At the same time, the Lavera oil refinery in the south of France stopped working. This refinery processes 210,000 barrels of oil each day. Workers from the CGT union voted to stop the oil production as part of the protests against the pension changes. Workers from the CGT union also voted to stop production at Total's Grandpuits refinery."
