original_index,chunk_id,chunk_index,text,a2_text
26,26_1,1,"He was just good,” said Mokwadi, clutching the hand of her granddaughter. “His significance supersedes the boundaries of being an Anglican,” said mourner Brent Goliath, who broke down in tears outside the old stone building. He said he had been an altar boy and had met Tutu several times. “I was very emotional this morning when I heard that he’d passed away. I thank God that he has been there for us,” he said, wiping his eyes as he placed a bouquet of pink flowers under Tutu’s photo. Daphney Ramakgopa, 58, a local government worker, spoke of the loss the entire country was feeling. “We looked up to him as the adviser to everyone in the country, especially our politicians,” she said. South Africa’s cricket team wore black armbands in Tutu’s honour on day one of the first Test against India in South Africa. Cape Town’s Table Mountain was lit up in purple in his honour. South Africa’s president, Cyril Ramaphosa, called him a man of “extraordinary intellect, integrity and invincibility against the forces of apartheid”. Ramaphosa said Tutu’s death was “another chapter of bereavement in our nation’s farewell to a generation of outstanding South Africans who have bequeathed us a liberated South Africa,” after the country’s last apartheid-era president FW de Klerk died in November. “Fighting for freedom from the trenches of South Africa required a courage that cannot be described,” said Graça Machel, the widow of Nelson Mandela. Though he had largely faded from public life in recent years, Tutu had continued his lifelong fight for causes he believed in, forcefully supporting LGBT rights, equal access to education and the assisted dying movement. The charismatic cleric, whose infectious laughter and informality masked a steely commitment to his principles, had also been fiercely critical of South Africa’s ruling African National Congress party.","Here is the rewritten text, using simple language and short sentences appropriate for CEFR A2 level:

Mokwadi held her granddaughter's hand. She said, ""He was a good man.""

Brent Goliath cried outside the building. The building was old and made of stone. He said Tutu was important to everyone. It was more than just being part of the Anglican church. Brent was a helper at the church when he was young. He met Tutu many times.

""I was very sad this morning,"" Brent said. ""I heard he died. I am thankful he was there for us."" He wiped his eyes. He put pink flowers under a picture of Tutu.

Daphney Ramakgopa is 58 years old. She works for the local government. She said the whole country is sad. ""We respected him,"" she said. ""He gave advice to everyone, especially our leaders.""

The South African cricket team played a game. They wore black bands on their arms. This was to honor Tutu.

Table Mountain in Cape Town was lit up. It was purple. This was to honor him too.

Cyril Ramaphosa is the President of South Africa. He said Tutu was very smart and honest. He was strong against apartheid. Apartheid was a bad system in South Africa.

Ramaphosa said Tutu's death is sad for the nation. They are saying goodbye to great South Africans. These people helped make South Africa free. FW de Klerk also died recently. He was a president during apartheid.

Graça Machel is Nelson Mandela's wife. She said it was brave to fight for freedom in South Africa.

Tutu was not in public as much lately. But he still fought for what he believed in. He helped LGBT people. He wanted everyone to have good schools. He also supported people who wanted help to die.

Tutu was a nice religious leader. He laughed a lot and was friendly. But he was also very strong about his beliefs. He did not always agree with the ANC party, who are the leaders of South Africa now."
26,26_2,2,"Covid regulations currently in force in South Africa would restrict attendance at the funeral to a maximum of 100, church authorities said, explaining that “only a fraction of those who want to be there can be accommodated in the cathedral.” The service will be an Anglican requiem mass, “as Archbishop emeritus Desmond wanted”, led by Michael Nuttall, the retired bishop of Natal, who was known as “number 2 to Tutu”. The close relationship between Nuttall and Tutu in the 1980s “modelled how a white leader could work for and closely with a black leader,” Anglican church officials told reporters. Tutu was born in the small town of Klerksdorp, west of Johannesburg, on 7 October 1931. His career in the church began after he resigned a sought-after teaching post in protest at South Africa’s discriminatory laws in 1958, a decade after the victory of the National party in elections ushered in the apartheid system. After studying theology in the UK, where he would needlessly ask for directions only to be called “Sir” by white police officers. Tutu rose rapidly up the religious hierarchy. By the late 1970s, Tutu was one of the leaders of the freedom struggle best known overseas and played a leading role in forcing western leaders to confront the moral cost of cold war calculations that led to tacit support for white-minority rule in South Africa. In 1984, Tutu’s commitment to non-violent struggle won him the Nobel peace prize and he was appointed archbishop of Cape Town shortly afterwards When Mandela became president after South Africa’s first free elections in 1994, Tutu coined the term “Rainbow Nation” to describe his homeland and then led the truth and reconciliation commission, which revealed the horrors of apartheid. But Tutu did not spare his country’s new rulers, challenging Mandela, a close friend, over generous salaries for cabinet ministers and stridently criticising the rule of president Jacob Zuma, which ended in 2018 amid allegations of systematic graft. Tutu was diagnosed with prostate cancer in 1997 and repeatedly underwent treatment. His public appearances became rarer.","The rules about Covid say how many people can go to a funeral. In South Africa, only 100 people can go.

The church said that not many people can go to the church. Many people want to be there, but they cannot all fit.

The funeral will be a special church service. It is called an Anglican requiem mass. Desmond Tutu wanted this.

Michael Nuttall will lead the service. He is a retired bishop. People called him ""number 2 to Tutu.""

Nuttall and Tutu were good friends in the 1980s. They showed how a white leader and a black leader can work together. Church people told this to reporters.

Tutu was born in a small town. The town is called Klerksdorp. It is near Johannesburg. He was born on October 7, 1931.

He was a teacher, but he did not like the unfair laws in South Africa. So, he stopped teaching in 1958. This was after the National party won the election. They started a system called apartheid. Apartheid was very unfair to black people.

Tutu studied religion in the UK. He would ask for directions, even when he didn't need them. White police officers would call him ""Sir."" This surprised him.

Tutu became important in the church. He became a leader. In the 1970s, he was famous. He helped people in other countries understand the problems in South Africa. He made leaders think about helping the black people in South Africa.

In 1984, Tutu won the Nobel Peace Prize. He believed in peace. Then, he became archbishop of Cape Town.

Nelson Mandela became president in 1994. It was the first time everyone could vote. Tutu said South Africa was a ""Rainbow Nation."" He wanted people to live together in peace. He led a group that told the truth about apartheid.

Tutu also talked about problems with the new leaders. He told Mandela that ministers got too much money. He said President Jacob Zuma was doing bad things. Zuma stopped being president in 2018.

Tutu had cancer in 1997. He had treatment for it. He did not go out in public very often."
26,26_3,3,"In one of his last this year, he emerged from hospital in a wheelchair to get a Covid-19 vaccine, waving but not offering comment. The archbishop had been in a weakened state for several months and died peacefully at 7am (0500 GMT) on Sunday, according to several of his relatives. The Nelson Mandela Foundation called Tutu “an extraordinary human being. A thinker. A leader. A shepherd.”","He left the hospital this year. It was one of the last times people saw him. He was in a wheelchair. He got a Covid-19 vaccine. He waved to people. He did not say anything.

The archbishop was not strong for many months. He died on Sunday at 7 am. This was 0500 GMT. Some of his family members said this. He died in a peaceful way.

The Nelson Mandela Foundation talked about Tutu. They said he was a special person. He was a good thinker. He was a leader. He helped people like a shepherd helps sheep."
27,27_0,0,"In a terrible year for human rights in Russia, beginning with the imprisonment of the opposition leader Alexei Navalny, the closure of International Memorial stands out for its ruthlessness. Founded in the late 1980s by Andrei Sakharov and other Soviet-era dissidents, the group took the new freedoms offered under Mikhail Gorbachev and used them to reveal raw truths about the fate of millions of victims of Stalin’s repressions. It was a poignant symbol of Russia’s new openness, but for many the meaning was anything but abstract: Russians discovered the tragic fates of their parents, grandparents and great-grandparents after decades of secrecy and official cowardice. Memorial’s closure is also a potent symbol – one of Russian civil society being dismantled at lightning speed. Its leadership had hoped that public support, including from prominent Russians such as Gorbachev, would stay the Kremlin’s hand. Or that closing down an organisation dedicated to uncovering Soviet atrocities would be a step too far, even for Vladimir Putin. But on Tuesday, almost exactly 30 years after the Soviet Union was dissolved, a judge showed otherwise. “When Russia chose to take a democratic, legal path forward, I couldn’t in my darkest dreams have imagined that everything would eventually start going in reverse,” Nikita Petrov, a historian and researcher who helped found Memorial, told the Guardian last month. “Probably I was naive then.” It is not hard to see how Putin, mired in historical conflicts over Crimea, Nato expansion and the fall of the Soviet Union, the second world war and more, sees investigation of Soviet history as a threat to national security. He is far more interested in perceived historical injustices committed against Russia than in the uncomfortable truths dug up by Memorial during the organisation’s three decades of work in the Russian archives. “Our country needs an honest and conscientious understanding of the Soviet past; this is the key to its future,” the organisation wrote in a statement after its liquidation.","It was a bad year for human rights in Russia. Alexei Navalny, a leader against the government, went to prison. Then, the group called International Memorial was closed. This was a very harsh action.

Memorial started in the 1980s. Andrei Sakharov and other people who disagreed with the Soviet government started it. Mikhail Gorbachev gave people more freedom. Memorial used this freedom. They told the truth about many people who suffered under Stalin. Stalin was a leader in the past. He was very cruel.

Memorial showed that Russia was becoming more open. For many Russians, this was important. They learned what happened to their families. They learned about their parents, grandparents, and great-grandparents. This was secret for many years.

Closing Memorial is a symbol. It shows that Russian society is being destroyed very fast. The leaders of Memorial hoped people would help them. They hoped important people like Gorbachev would help. They thought the government would not close them. Memorial helped people learn about bad things from the Soviet past. The leaders thought this was too important to stop.

But on Tuesday, a judge closed Memorial. It was almost 30 years after the Soviet Union ended. Nikita Petrov is a historian. He helped start Memorial. He said he never thought things would get so bad. He said he was probably naive.

It is easy to see why Putin does not like Memorial. Putin thinks a lot about the past. He thinks about Crimea, NATO, and the Soviet Union. He thinks about World War Two. He sees Memorial as a threat to Russia. He cares more about what he thinks are wrongs against Russia. He does not care about the truth that Memorial found. Memorial worked for 30 years in the Russian archives.

Memorial said that Russia needs to understand the Soviet past. They said this is important for the future. They wrote this after they were closed."
27,27_1,1,"In place of Memorial, which spoke out eloquently and aggressively about mass atrocities, the state is creating a more manicured and careful presentation of the deaths of millions, one that condemns their deaths more than their murders, identifying victims but not their killers. The Russian government would like to portray Memorial’s closure as a simple, bureaucratic extension of its “foreign agents” laws. But on Tuesday a prosecutor in court made the political motive explicit, saying in an impassioned speech that Memorial was “mendaciously portraying the USSR as a terrorist state”. “Why should we, the descendants of the victors, have to see the vindication of traitors to their homeland and Nazi henchmen?” the prosecutor asked. A lawyer for Memorial said it reminded him of a 1930s show trial. Memorial’s leadership has said it is useless trying to understand which of the government’s red lines it crossed to prompt the authorities to shut it down. Some believe it has to do with its archival and historical work on Soviet terror, others with its support for political prisoners such as Navalny. Yet the truth is that Memorial has continued to do what it did since day one, while it is Russia that has changed again, perhaps ending a brief window when it would tolerate an independent reckoning of its past. “It speaks to the fears of the government that it is no longer willing to tolerate the honest accounting of its conduct that Memorial provides,” said Kenneth Roth, the head of Human Rights Watch. “If that mirror is too awful to look at, the answer is to change the conduct, not to shatter the mirror.”","The government closed Memorial. Memorial talked about many people dying. It talked about bad things that happened to them.

The government wants to show these deaths in a different way. They want to say the deaths were bad. But they don't want to say who killed the people. They want to remember the people who died. But they don't want to talk about who did the killing.

The government says Memorial closed because of laws about ""foreign agents."" But the real reason is different.

In court, a person from the government said Memorial was wrong. He said Memorial made the USSR (Soviet Union) look like a bad country. He said, ""We are the children of the winners. Why should we see bad people from our country praised?""

A lawyer for Memorial said this was like a trial from the 1930s.

The people from Memorial do not know why the government closed them. They think the government did not like their work about the past. They think the government did not like that they helped people like Navalny.

Memorial did the same things it always did. But Russia changed. Russia does not want people to talk about the past anymore.

Kenneth Roth from Human Rights Watch said the government is afraid. He said the government does not want people to know what really happened. He said, ""If the truth is bad, the government should change what it does. It should not stop people from telling the truth."""
28,28_0,0,"A handful of local administrations in Spain have become among the first in western Europe to offer menstrual leave to their employees, in an attempt to strike a better balance between workplace demands and period pains. This year the Catalan city of Girona became the first in the country to consider flexible working arrangements for any employee experiencing discomfort due to periods. In June it announced a deal with its more than 1,300 municipal employees to allow women, trans men and non-binary individuals to take up to eight hours menstrual leave a month, with the caveat that any time used must be recovered within a span of three months. “Girona is known for many things and I think today we’re adding a new item to the list as we pioneer the approval of menstrual leave,” the city’s deputy mayor, Maria Àngels Planas, said at the time. “We are eliminating the taboo that exists around menstruation and the pain that some women suffer – that we suffer – during menstruation.” Soon afterwards the Catalan municipalities of Ripoll and Les Borges Blanques announced similar policies. In September the eastern Spanish city of Castellón de la Plana said it had signed an agreement with its 1,500 municipal workers that included a menstrual leave policy similar to Girona’s after requests from several employees. Period policies have long been enshrined in law in many parts of Asia, often rooted in concerns that workplace demands could hinder women’s ability to bear children. In 2016 the Guardian spoke to several women in Japan and China who said they were reluctant to use the entitlement over fears that doing so would antagonise male colleagues or damage their chances of a promotion. That same year Coexist, a social enterprise in Bristol, said it would become one of the first workplaces in the west to embrace menstrual leave, hoping to do away with an office culture that forced employees to choose between working while grappling with severe menstrual symptoms or using sick days or holiday. The decision triggered global debate over the policy’s merits, even as managers at Coexist reported increased commitment and productivity, and research suggested as many as 14% of women had taken time off from work or school due to periods. It was against this backdrop that the local workers union in Girona first proposed the measure.","Some cities in Spain are doing something new. They are offering ""menstrual leave"" to their workers. This means women can take time off work when they have period pain.

The city of Girona was the first in Spain to do this. They want to help workers who feel bad because of their periods. They allow women to work in a different way or take time off.

In Girona, women can take up to eight hours off each month. But they need to work those hours later, within three months.

Maria Àngels Planas is the deputy mayor of Girona. She said Girona is doing something important. They are talking about periods, which is often a secret topic. She said periods can be painful for some women.

After Girona, two other towns in Spain, Ripoll and Les Borges Blanques, started doing the same thing.

Then, the city of Castellón de la Plana also agreed to give women time off for periods. They have about 1,500 workers. Some of the workers asked for this leave.

In Asia, some countries have had rules about periods for a long time. Sometimes, this was because they worried about women having babies. They thought work could make it harder for women to have children.

In 2016, some women in Japan and China said they did not want to use the leave. They were afraid that men at work would be angry. They thought it could hurt their chances to get a better job.

In 2016, a company in England called Coexist also started offering menstrual leave. They wanted to change the way people thought about periods at work. They did not want women to have to choose between working when they felt bad, or using sick days.

This idea started a big discussion around the world. Some people liked it, and some did not. But the people at Coexist said that women were working harder and doing better work.

Studies show that some women have missed work or school because of their periods. About 14% of women have taken time off because of this.

In Girona, the worker's union asked the city to make this change. This is how the idea of menstrual leave started in Girona."
28,28_1,1,"“There was a lot of controversy,” said Sílvia Rubio of the Intersindical-CSC union. Union reps initially considered asking for up to two days of leave a month, but the idea was quashed owing to concerns that it might make employers more reluctant to hire women or give them decision-making roles. “To avoid any discrimination based on sex, we made it so that any hours used would be made up later,” said Rubio. The negotiations with the city council proved another obstacle, forcing them to whittle down their initial request of 16 hours a month to eight hours. But what surprised many of them was that the policy was also a tough sell among some of their colleagues. “There was a lot of conflict,” she said. “We had women who said: ‘My husband has migraines, why can’t he take this leave?’” Others worried the policy would stigmatise women or brand menstruation as something that is always painful. Rubio responded by pointing to the wider picture. “We think it’s fantastic that we’ve achieved this. This is a women’s issue around the globe, there’s a lot of embarrassment around it and nobody is tackling it. We managed to do it,” she said. “But we don’t want the struggle to end here.” Instead she saw the policy as a first step towards building a workplace culture that would allow greater flexibility to address needs ranging from chronic illness to care obligations. “All of this ends up being a journey to improve workplaces for both women and men, and in both the public and the private sector.”","Here's the rewritten text at A2 level:

Sílvia Rubio works for a union. The union is called Intersindical-CSC. She said there were many problems.

The union wanted women to have time off work each month. They wanted two days off. But some people did not like this idea.

They thought companies might not hire women. Or, women might not get important jobs. So, the union changed the idea.

Rubio said that women can work more hours later. This way, everyone is treated the same.

The city council was also a problem. The union asked for 16 hours off each month. But the city council said no. They agreed to 8 hours.

Some women in the union did not like the idea. They did not understand.

Rubio said there were problems. Some women said, ""My husband has headaches. Why can't he have time off?""

Other women were worried. They thought this would make women look bad. They thought people would think periods are always painful.

Rubio said it is a good thing. She said it is important for women everywhere. It is hard to talk about periods. No one is helping. But they did it!

Rubio wants to do more. She wants better workplaces. She wants more time off for other problems. For example, long-term sickness or taking care of family.

She said this is a journey. The goal is to help men and women. This will help in all jobs, for the government and for companies."
29,29_0,0,"France has registered a national and European record for new coronavirus infections as the Omicron variant fuels a surge in cases across the continent, with multiple countries hitting new highs. France on Wednesday reported 208,000 cases in the previous 24 hours, up from its previous record of almost 180,000 set the day before. “This means that 24 hours a day, day and night, every second in our country, two French people are diagnosed positive for the coronavirus,” said the health minister, Olivier Véran. “We have never experienced such a situation,” he said, calling the increase “dizzying”. He said the situation in France’s hospitals was already worrying because of the Delta variant. Although the “massive wave” of Omicron cases had yet to have an impact on the healthcare system, he said it would inevitably do so eventually. The UK, Italy, Spain, Portugal, Denmark and Greece have all reported new case records this week, while beyond Europe the rolling seven-day average of new cases in the US hit a high of 267,000 on Tuesday, with Omicron accounting for 59% of these. New infections in Australia rose to nearly 18,300 on Wednesday, eclipsing the previous high of about 11,300 a day earlier. The prime minister, Scott Morrison, said the country needed “a gear change”. The World Health Organization (WHO) said the simultaneous circulation of the Delta and Omicron variants was driving an alarming wave of infections that could lead to increases in hospitalisation and deaths. Its director general, Dr Tedros Adhanom Ghebreyesus, said he was “highly concerned that Omicron, spreading at the same time as Delta, is leading to a tsunami of cases”. The WHO has said Omicron poses a “very high” risk and could submerge health systems. Studies in Britain, South Africa and Denmark suggest Omicron is less deadly than some of its predecessors, but the huge numbers of people testing positive mean hospitals in some countries might soon be overwhelmed and businesses could struggle to carry on operating because of workers having to quarantine. The rapid transmission rate of the new variant is forcing governments to find a delicate balance between reimposing restrictions to protect hospitals and keeping economies and societies open.","France has a new record for coronavirus cases. This is a record for France and for Europe. The Omicron virus is making cases go up. Many countries have new high numbers of cases.

On Wednesday, France said there were 208,000 new cases in one day. The day before, the record was almost 180,000.

The health minister said that every second, two people in France find out they have the virus. He said France has never seen so many cases. He called the increase ""very fast.""

He said the hospitals in France are already worried because of the Delta virus. The Omicron virus has not yet made the hospitals more full. But he said it will happen soon.

The UK, Italy, Spain, Portugal, Denmark, and Greece also have new case records this week. In the US, the number of new cases is also very high. On Tuesday, it was 267,000. Omicron is 59% of these cases.

In Australia, new cases went up to almost 18,300 on Wednesday. The old record was about 11,300. The prime minister said Australia needs to change how it is doing things.

The World Health Organization (WHO) said the Delta and Omicron viruses are both spreading. This is making many new cases. This could mean more people in the hospital and more people dying.

The head of WHO, Dr. Tedros Adhanom Ghebreyesus, said he is very worried. He said Omicron is spreading fast at the same time as Delta. This is making a ""tsunami"" of cases. A tsunami is like a very big wave.

The WHO said Omicron is a ""very high"" risk. It could fill up all the hospitals.

Studies say Omicron may not be as dangerous as other viruses. But many people are getting it. This means hospitals in some countries may have too many patients. Businesses may have problems because workers must stay home.

The virus spreads very fast. Governments must decide what to do. They need to protect hospitals. They also need to keep the economy and society working."
29,29_1,1,"Spain reduced its Covid self-isolation period to seven days from 10, even as the number of new infections hit record highs, after businesses expressed fears the Omicron surge would leave them with mounting staff shortages. The Italian cabinet decided on Wednesday night to scrap the isolation period for people who have received three shots of a Covid vaccine and are subsequently exposed to someone who has tested positive. The cabinet also tightened measures against the unvaccinated, and from 10 January a health pass proving immunisation or recovery from coronavirus will be required when travelling by bus, metro, train and taking domestic flights. Meanwhile, a proposal to tighten measures against unvaccinated workers was rejected. Authorities reported another new record daily tally of 98,030 cases on Wednesday. French MPs on Wednesday started debating a new law that would allow only vaccinated people to enter bars, restaurants, cinemas, museums, sports arenas and other public venues, with a negative Covid test no longer to be accepted. Italy is one of several countries to have cancelled or restricted public celebrations since the resurgence of the virus. Greece, which has also banned Christmas and new year festivities in public places, on Wednesday imposed new restrictions on the hospitality sector, bringing forward measures planned for early January, after authorities announced a new daily record of 21,657 cases, more than double Monday’s figure. Bars, nightclubs and restaurants will have to close at midnight, with no standing customers and no music, with the exception of New Year’s Eve when they can stay open until 2am. “These measures, if they are applied in our entirety, will allow us from mid-January to go back to our normal lives,” said the health minister, Thanos Plevris. Some countries are still waiting for the Omicron wave to hit. Case numbers are still falling in Germany, but its health minister, Karl Lauterbach, said the true number could be much higher because fewer tests were being done over the holiday season. He said the real incidence was “two or three times as high” as Wednesday’s reported rate of 205 Covid cases per 100,000 people over seven days, the lowest since November, adding that a sharp jump was expected “within a very short period of time”.","Okay, here's the rewritten text at an A2 CEFR level:

**Spain Changes Isolation Time**

Spain had a rule. People with Covid had to stay home for ten days. Now, the rule is different. They only need to stay home for seven days. This is because many new people are getting sick. The number is very high. Businesses are worried. They think too many people will be sick and cannot work.

**Italy Changes Rules Too**

Italy has a new rule. People who got three Covid shots do not need to stay home. This is if they were near someone with Covid.
Italy also has new rules for people without shots. After January 10th, they need a health pass. The pass shows they got shots or had Covid before. They need this pass to ride the bus, train, or airplane in Italy. They also talked about new rules for workers without shots, but they did not agree on this.
Italy had many new Covid cases. On Wednesday, there were 98,030 new cases.

**France Talks About New Law**

France is talking about a new law. Only people with shots can go to some places. These places are bars, restaurants, and museums. They can also go to sports places. People cannot use a negative Covid test anymore. They need to have the shots.

**Italy Cancels Parties**

Italy and other countries stopped some parties. This is because Covid is spreading again.

**Greece Adds New Rules**

Greece stopped Christmas and New Year parties in public. Now, they have new rules for restaurants and bars. The rules start now, not in January. This is because Greece has many new Covid cases. On Wednesday, there were 21,657 cases. This is more than double the cases from Monday.
Bars and restaurants must close at midnight. People cannot stand inside. There is no music. But on New Year's Eve, they can stay open until 2 am.
The Health Minister said the rules will help. He said they can go back to normal in January if they follow the rules.

**Germany Waits for More Cases**

Germany does not have many new cases yet. But the Health Minister said the real number might be higher. He said fewer people are getting tested now. He said the real number could be much higher than what they know. He said Germany will have many more cases soon."
29,29_2,2,"On Tuesday Germany closed nightclubs and ordered organisers of sports events to hold them behind closed doors. It also limited private gatherings to 10 vaccinated people, or just two households if an unvaccinated person is present. The rules came on top of restrictions already hitting the unvaccinated, who are barred from shops, restaurants and cultural events. Lauterbach said the rules may have to be toughened further, as existing measures “will not be enough to prevent a significant rise in Omicron cases”. In Belgium, however, where case numbers are also relatively low, the government reversed course on Wednesday, allowing theatres and cinemas to reopen after a court suspended their closure. Meanwhile, other European countries are still grappling with the Delta variant. Poland reported 794 Covid-related deaths on Wednesday, the highest number in the fourth wave of the pandemic. The deputy health minister, Waldemar Kraska, said more than 75% of those who died were unvaccinated.","Okay, here's the rewritten text at CEFR A2 level, following your instructions:

**Germany Takes Action**

On Tuesday, Germany made new rules.
Nightclubs are now closed.
Sports events cannot have people watching. They must be closed to the public.
People can meet in small groups.
Only 10 vaccinated people can meet.
If someone is not vaccinated, only two families can meet.
These rules are new.
Other rules already existed.
People who are not vaccinated cannot go to shops.
They cannot go to restaurants or cultural events.
Mr. Lauterbach said the rules might get harder.
He thinks the rules are not enough.
He thinks many people will get Omicron.

**Belgium Changes Its Mind**

In Belgium, cases are low.
The government changed its plan on Wednesday.
Theatres and cinemas can open again.
A court said they must open.
Before, the government wanted them to close.

**Other Countries Have Problems**

Other countries in Europe still have the Delta virus.
Poland has a big problem.
On Wednesday, 794 people died from Covid.
This is the most deaths in the fourth wave.
Mr. Waldemar Kraska is a health minister in Poland.
He said that most people who died were not vaccinated.
More than 75% of them were not vaccinated."
30,30_0,0,"Ukrainian forces appear to have edged closer to recapturing the key-Russian controlled city of Kreminna in Luhansk province as heavy fighting continued in the east and south of the country. The regional governor of Luhansk, Serhiy Haidai, said fighters in part of the city controlled by Russian command were forced to retreat to Rubizhne, a town a few miles to the south-east, as a result of Ukrainian military pressure. “The Russians understand that if they lose Kreminna, their entire line of defence will fall,” Haidai wrote on the Telegram messaging app on Tuesday. “The Russian occupation troops managed to build a very powerful defence in a month, even a little more. They are bringing there a huge amount of reserves and equipment. They are constantly renewing their forces.” The Guardian could not independently confirm the battlefield developments. Recapturing Kreminna and nearby Svatove could open the way for Kyiv to launch an offensive on Sievierodonetsk and Lysychansk, two cities Ukraine lost in the summer. The fierce fighting continues amid no sign of imminent peace talks. Late on Monday Russia’s foreign minister, Sergei Lavrov, said Kyiv must accept Moscow’s demands of “demilitarisation and denazification” or suffer defeat on the battlefield. Lavrov’s statements show the Kremlin has no intention of climbing down from its maximalist goals of regime change in Ukraine, despite Vladimir Putin’s claims on Sunday that Russia was ready for talks to end the war. In its daily military briefing on Tuesday, Britain’s defence ministry said Russian troops continued to focus their efforts on capturing the city of Bakhmut in the Donetsk region. Russian soldiers, alongside fighters from the Wagner private military group, have been trying to seize Bakhmut since July, after reaching the outskirts of the city. Bakhmut has been largely ravaged after nearly five months of fighting and has been referred to by both sides as the “Bakhmut meat-grinder”. The battle for Bakhmut is seen as an important test for the Wagner head, Yevgeny Prigozhin, who is believed to have recruited thousands of Russian convicts to help storm the city.","Ukrainian soldiers are fighting in the east and south of Ukraine. They are getting closer to Kreminna. Kreminna is a city controlled by Russia. It is in the Luhansk area.

Serhiy Haidai is in charge of the Luhansk area. He said that Russian soldiers had to go back to Rubizhne. Rubizhne is a town near Kreminna. This happened because of the Ukrainian soldiers.

Haidai said that if Russia loses Kreminna, it will be hard for them. He said the Russians built strong defenses in Kreminna. They have many soldiers and equipment there. They are getting more help all the time.

It is not possible to check what is happening on the battlefield right now.

If Ukraine gets Kreminna and Svatove back, they can attack Sievierodonetsk and Lysychansk. Ukraine lost these cities in the summer.

The fighting is very bad. There are no talks to stop the war soon.

Sergei Lavrov is a Russian leader. He said Ukraine must agree to what Russia wants. He said Ukraine must stop having weapons. He also used the word ""denazification"". If not, Russia will win the war.

Lavrov's words show that Russia still wants to change the government in Ukraine. This is what they wanted from the start. Vladimir Putin said Russia is ready to talk about ending the war. But Lavrov's words show that is not true.

Britain's defence ministry talked about the war. They said Russian soldiers are trying to capture Bakhmut. Bakhmut is a city in the Donetsk area.

Russian soldiers and Wagner fighters have been trying to take Bakhmut since July. They are now near the city. Bakhmut is very damaged after five months of fighting. People call it the ""Bakhmut meat-grinder.""

The fight for Bakhmut is important for Yevgeny Prigozhin. He is in charge of the Wagner group. He is using many convicts from Russian prisons to fight in Bakhmut."
30,30_1,1,"Prigozhin has previously criticised the Russian defence ministry for its performance in Ukraine and has lauded Wagner as the country’s most capable fighting force. In a video published on Monday and purportedly filmed near Bakhmut that will further fuel speculations over tensions within the Russian forces, two apparent Wagner soldiers are seen insulting the chief of general staff, Valery Gerasimov. “You are … the damn devil. We have nothing to fight with, we have no shells,” one of the men is heard saying. The Guardian could not independently verify the footage, but when asked about the video by Russian journalists, Prigozhin appeared to express his approval for the actions of the soldiers, saying he travelled to Bakhmut to meet them. “The guys asked me to convey that when you sit in a warm office, the problems of the frontline are hard to hear,” Prigozhin said in a statement, in an apparent dig at the country’s top military command. Last Thursday, Ukraine claimed Russia had “relocated” some of its aircraft away from the Engels airfield, which Moscow said was struck by a Ukrainian drone a day earlier, resulting in the death of three Russian servicemen. “After yesterday’s well-known events, we see that the planes are dispersed there, namely strategic aviation … Of course, a certain number of aircraft still remain there, but many of them have already been relocated to various airfields,” Col Yuriy Ignat, the chief spokesperson for the Ukrainian Air Force Command, told Ukrainian media. Elsewhere, Russia’s security services claimed they had “liquidated” four Ukrainian soldiers who were on a reconnaissance mission in Russia’s southern Bryansk region, near Ukraine’s border. If confirmed, the incident sheds light on the ongoing activities of Ukrainian saboteurs inside Russian territory. Since the start of the war, a number of military targets, including oil and weapon depots have been damaged after catching fire. Kyiv does not publicly admit to attacks inside Russia but has previously cheered such incidents as payback.","Here is the rewritten text at CEFR A2 level:

Prigozhin said bad things about the Russian army. He said Wagner soldiers are the best fighters in the country.

On Monday, a video came out. It may show problems in the Russian army. In the video, two men look like Wagner soldiers. They say bad words to Valery Gerasimov. He is a top army leader.

One man said, ""You are a devil! We don't have anything to fight with. We don't have bullets.""

The Guardian newspaper is not sure if the video is real. But Russian reporters asked Prigozhin about it. Prigozhin seemed happy about what the soldiers did. He said he went to Bakhmut to meet them.

Prigozhin said, ""The soldiers told me to say that it's hard to know about problems at the front when you are in a warm office."" It looks like he was criticizing the army leaders.

Last Thursday, Ukraine said Russia moved planes. The planes were at the Engels airfield. Moscow said Ukraine attacked the airfield with a drone the day before. Three Russian soldiers died.

Yuriy Ignat from the Ukrainian Air Force said, ""After the attack, we see the planes moved. Many planes have gone to other airfields.""

Russia said they killed four Ukrainian soldiers. The soldiers were in the Bryansk area. This area is in Russia, near the border with Ukraine. Russia said the soldiers were spying.

If this is true, it shows that Ukrainian soldiers are doing secret things inside Russia.

Since the war started, some places in Russia were damaged. These places had weapons and oil. Kyiv does not say they attacked Russia. But they are happy when these things happen. They say it is payback."
30,30_2,2,"Also on Tuesday, Putin concluded his two-day “informal summit” in St Petersburg with the heads of the Commonwealth of Independent States, a Moscow-led group consisting of former Soviet states, by gifting the eight leaders present gold rings. The meeting came on the back of growing unease between the Russian president and the rest of the CIS bloc, as nations have sought to distance themselves from Moscow’s faltering war.","On Tuesday, Putin finished a meeting in St Petersburg. It was a two-day meeting. It was with leaders from the Commonwealth of Independent States (CIS).

The CIS is a group of countries. These countries used to be part of the Soviet Union. Russia leads this group.

Putin gave the leaders gold rings. There were eight leaders at the meeting.

Recently, some countries in the CIS are not happy with Russia. They are worried about the war in Ukraine. They want to be separate from Russia. This meeting happened because of this problem."
