original_index,chunk_id,chunk_index,text,b1_text
5,5_5,5,"Vanessa Thorpe Three to watch Johnny Flynn Already familiar to fans of the 2018 TV series of Les Miserables and Vanity Fair, the actor will have a big year. He appears as Bowie in Stardust and as a blond (shock) Knightley in a film of Jane Austen’s Emma, alongside Bill Nighy and Miranda Hart. Another Brit film The Dig, about an archaeologist, is also due to put him up on the big screen soon. Nicky Morgan The reappointed culture secretary, now operating from the elevated calm of the House of Lords, will receive pleas from all manner of cash-starved arts schemes, venues and institutes. Will she stay in the job for the long term, and, if so, will she listen? Adele Rumours about the release date for her putative fourth album (30?) are likely to reach fever pitch after a turbulent few years out of the limelight. Royals After a stormy year, the royal family face a challenging 2020 to steady the good ship Monarchy. The Queen, who will be 94 in April, looks increasingly alone as the Duke of Edinburgh, who will be 99 in June, leads a near solitary life on the Sandringham estate in Norfolk. Decisions by some family members have raised questions over how much the Queen is consulted by others who may be keen to pursue their own agendas. Prince Andrew’s astonishing TV interview with Newsnight’s Emily Maitlis, may have put Pizza Express, Woking, on the map and had a nation googling medical conditions that prevent sweating, but any hopes that it would dampen the burning debate over his relationship with the disgraced late US financier Jeffrey Epstein are badly misplaced. With Epstein’s alleged victims’ lawyers’ relentless efforts to drag the prince into their legal battle in the US, this long saga looks set to continue, despite Andrew stepping back from public life for the foreseeable future. The Duke and Duchess of Sussex, meanwhile, are pursuing their own legal actions as part of a bold and risky strategy in taking on the press over privacy. Meghan is suing the Mail on Sunday over its publication of a private letter to her estranged father.","**Three People to Watch**

**Johnny Flynn**

Many people know Johnny Flynn. He was in the TV shows ""Les Miserables"" and ""Vanity Fair"" in 2018. He will be very busy this year.

He will play David Bowie in a movie called ""Stardust."" He will also be in a movie of Jane Austen’s book ""Emma."" In that movie, he has blond hair. This is surprising! He will act with Bill Nighy and Miranda Hart in ""Emma.""

Another British movie is called ""The Dig."" It is about a person who studies old things from the ground. This movie will also show Johnny Flynn.

**Nicky Morgan**

Nicky Morgan is in charge of culture again. She now works in a higher part of the government. Many people who need money for art will ask her for help. These are places like theaters and museums.

Will she stay in this job for a long time? If she does, will she listen to these people?

**Adele**

People are talking about Adele's new album. Maybe it will be called ""30."" Everyone is very excited. She has had some hard times in the last few years. She has not been in the news much.

**The Royal Family**

The royal family had a difficult year. The year 2020 will be hard too. They want to make things stable.

The Queen will be 94 in April. She seems lonely. Prince Philip will be 99 in June. He lives alone on the Sandringham estate. This is in Norfolk.

Some family members have made decisions that cause questions. Did they ask the Queen first? Maybe some family members want to do their own thing.

Prince Andrew did an interview on TV. It was with Emily Maitlis on the show ""Newsnight."" The interview made people search for ""Pizza Express, Woking"" on the internet. It also made people search for information about a sickness. This sickness stops people from sweating.

The interview did not stop people from talking about Prince Andrew and Jeffrey Epstein. Jeffrey Epstein was a bad man who died. People say Prince Andrew knew him.

Lawyers for the women who say Epstein hurt them want Prince Andrew to be part of their court case in the United States. This will continue for a long time. Prince Andrew is not doing royal duties for now.

Prince Harry and Meghan are also taking legal action. They are doing this because they are not happy with the newspapers writing about their private lives. Meghan is suing a newspaper called the ""Mail on Sunday."" They printed a private letter she wrote to her father."
5,5_6,6,"Harry has launched legal proceedings against the owners of the Sun and the Daily Mirror in relation to alleged phone hacking. The couple escaped to Canada for six weeks in November after Meghan told ITV’s Tom Bradby of the strain she felt she was under in the media spotlight. They launch their own foundation in 2020, after splitting from the Duke and Duchess of Cambridge, so all eyes will be on how they will carve out their future royal roles. Caroline Davies Three to watch Prince Charles Expect him to undertake more of the Queen’s public duties. Prince William A successful visit to Pakistan with the Duchess of Cambridge this year could lead to more roles as a statesman as he prepares to succeed his father as Prince of Wales. Baby Archie First we saw a forehead and nose, then a foot, and a couple of months later, a face. But the full Archie wasn’t revealed by the Sussexes until they introduced him to Desmond Tutu in South Africa in September. Royal fans are still waiting for his first UK appearance.","Here's the text rewritten for a CEFR B1 level:

Harry is taking the owners of the Sun and the Daily Mirror to court. This is about phone hacking. Harry thinks they hacked his phone.

Harry and Meghan went to Canada for a short time. They stayed there for six weeks in November. Meghan said she felt stressed because of the media. She told this to Tom Bradby from ITV.

They will start their own group in 2020. This is after they stopped working with Prince William and Kate. People are watching to see what Harry and Meghan will do as royals.

Caroline Davies thinks these three people are important to watch:

First, Prince Charles. He will probably do more of the Queen's work.

Second, Prince William. He and Kate went to Pakistan. It was a good trip. William might get more important jobs. He is getting ready to be Prince of Wales after his father.

Third, Baby Archie. We saw parts of him at first. We saw his forehead, nose, and foot. Then we saw his face after some months. Harry and Meghan showed Archie to Desmond Tutu in South Africa. This was in September. People in the UK are waiting to see Archie in the UK."
6,6_0,0,"The outgoing governor of the Bank of England, Mark Carney, has said all companies and financial institutions must justify their continued investment in fossil fuels, and warned that assets in the sector could end up “worthless”. In an interview with BBC Radio 4’s Today programme being broadcast on Monday, Carney said that although the financial sector was starting to cut back on investment in oil and gas companies, the process was not moving quickly enough. Carney, who will focus on his new role as UN special envoy for climate change and finance after he steps down from the governorship in the new year, agreed to appear on the programme for an edition edited by the climate crisis campaigner Greta Thunberg, one of several guest editors on Today over the holiday period. Carney has been one of the most vocal central bank governors on the need for the financial sector to do more to transition towards a zero-carbon economy. He told the programme that the climate crisis was a “tragedy on the horizon” and that more extreme weather events were inevitable. “By the time that the extreme events become so prevalent and so obvious, it will be too late to do anything about it,” he said. Political leaders had to “start addressing future problems today”. On the issue of whether investors should be divesting from companies in the fossil fuel sector, Carney said fund managers would “have to make the judgment and justify to the people whose money it ultimately is”. When pressed on whether pension funds should divest from oil and gas companies even if the returns were attractive, he replied: “Well that hasn’t been the case but they could make that argument. They need to make the argument, to be clear about why is that going to be the case if a substantial proportion of those assets are going to be worthless.” He warned: “If we were to burn all those oil and gases, there’s no way we would meet carbon budgets. Up to 80% of coal assets will be stranded, [and] up to half of developed oil reserves. A question for every company, every financial institution, every asset manager, pension fund or insurer: what’s your plan?” The Bank of England has said assets worth up to $20tn (£16tn) could become worthless very quickly if the financial sector and business do not make a smooth transition towards a zero-carbon economy.","Mark Carney is leaving his job as the head of the Bank of England. He said companies must explain why they still invest in oil, gas, and coal. He thinks these investments could become useless.

He spoke on a radio show called Today. He said that banks are starting to invest less in oil and gas. But he thinks this is not happening fast enough.

After he leaves his job, he will work for the United Nations. He will help with climate change and money. He talked on the radio show with Greta Thunberg. She is trying to make people care about climate change.

Mr. Carney thinks banks must do more to help the world use less carbon. He said climate change is a big problem coming soon. He said there will be more bad weather.

He said it will be too late if we wait until the weather is very bad. Leaders must start working on these problems now.

He was asked if people should stop investing in oil and gas companies. Mr. Carney said that people who manage money must explain their choices. They must explain why they invest in these companies.

He was also asked if pension funds should stop investing in oil and gas. Even if they make money, he thinks they need to explain why. He thinks these investments might become worthless.

He warned that we cannot burn all the oil and gas we have. If we do, we will not be able to stop climate change. He said that most coal and oil may become useless. He asked companies what their plan is. He asked banks, pension funds, and insurance companies too.

The Bank of England thinks a lot of money could be lost. This could happen if banks and companies do not change to using less carbon. They think about $20 trillion could become worthless very fast."
6,6_1,1,"In his interview, Carney urged climate change deniers to drop their opposition on the issue, saying: “We can’t afford on this one to have selective information, spin, misdirection.” One such sceptic is the former Daily Telegraph editor Charles Moore, who guest-edited Today on Saturday and included in his programme a feature questioning the global consensus on the climate crisis. Complaining about how much internal opposition there had been to this item being included, Moore accused the BBC of “climate change alarmism”.","Here is the text rewritten for CEFR B1 level:

Carney spoke in an interview. He said people who do not believe in climate change should stop. He said we need to stop arguing about climate change. We need to use correct information. We should not twist the facts or lie.

Charles Moore does not believe in climate change. He used to work for a newspaper. He was in charge of a BBC radio show called ""Today"" for one day. On his show, he asked if climate change was really a problem. He questioned if most people agree about the climate crisis.

Moore said it was hard to put this on the show. He said people at the BBC did not want him to talk about it. Moore said the BBC was too worried about climate change. He said the BBC was being ""alarmist."""
7,7_0,0,"A man who was shot dead in central Moscow after opening fire on the offices of the Federal Security Service (FSB), Russia’s main intelligence agency building, in an attack that killed two has been identified as a gun enthusiast. Investigators named him as Yevgeny Manyurov, 39, from Podolsk, a small town some 30 miles south of Moscow. One FSB employee was killed as Manyurov opened fire with an automatic weapon on Thursday evening, spraying the windows of the intelligence agency’s Lubyanka headquarters with bullets from the street outside. A second FSB officer died in hospital of his injuries on Friday evening. One more FSB officer was critically wounded, while three people, including a civilian, had less serious injuries. Manyurov was then shot dead by an FSB sniper, officials said. Officers discovered grenades and an improvised explosive device in a rucksack he was carrying. Security officials said Manyurov had not managed to enter the Lubyanka building, which previously housed the main offices of the KGB, the Soviet-era secret police. Russian media have portrayed the gunman, who lived with his mother, as a loner obsessed with firearms. He was unemployed, but had previously worked as a security guard, including at the embassy of the United Arab Emirates in Moscow, his father told Russian media. Manyurov recently came third in a shooting competition staged by a Soviet-era patriotic paramilitary sports group that was revived by Vladimir Putin, Russia’s president, in 2009. Police reportedly seized a small arsenal of legally owned weapons, including two semi-automatic rifles and two shotguns from his home. He is reported to have used a Kalashnikov assault rifle during Thursday’s attack. Oleg Solovich, an instructor at the Dosaaf shooting club where Manyurov practised, said he was a “poor shot” who used to arrive at the firing range in a long black Parka raincoat with a hood up. “We advised him to take off his coat during shooting sessions, but he said he felt comfortable in it,” Solovich told Russia’s Komsomolskaya Pravda newspaper.","A man shot someone in Moscow. The shooting happened at the office of the FSB. The FSB is the main secret agency of Russia. Two people died in the attack.

The man who shot people was Yevgeny Manyurov. He was 39 years old. He liked guns a lot. He was from a small town near Moscow.

On Thursday evening, Manyurov started shooting. He used a gun that shoots many bullets. He shot at the windows of the FSB building. One FSB worker died.

On Friday evening, another FSB officer died in the hospital. He was hurt in the shooting. Another FSB officer was badly hurt. Three other people were hurt too. One of them was not an officer.

The FSB shot and killed Manyurov. He had a bag with him. In the bag, officers found bombs.

The FSB said Manyurov did not get inside the building. The building used to be the office of the KGB. The KGB was the secret police in the past.

Russian news said Manyurov lived alone with his mother. They said he liked guns very much. He did not have a job. He used to work as a guard. He worked at the embassy of the United Arab Emirates.

Manyurov was in a shooting contest. He got third place. The contest was by a sports group. Vladimir Putin started the group again in 2009. He is the president of Russia.

Police found many guns at Manyurov's home. He owned them legally. He had rifles and shotguns. He used a Kalashnikov gun in the attack.

Oleg Solovich taught Manyurov how to shoot. He said Manyurov was not good at shooting. He said Manyurov wore a long coat when he came to shoot. Solovich told him to take off the coat, but Manyurov said he liked wearing it."
7,7_1,1,"The motive for the attack remains unclear, although Kommersant, a daily newspaper, reported that witnesses told investigators he was shouting slogans “typical of Islamic State”. “I noticed he had been somewhat agitated lately,” Baza, a media outlet with links to the security services, cited his mother as saying. She said he was unmarried, with no children or close friends, and that he was passionate about guns. He appears to have had no social media presence. The assault on the FSB office took place shortly after Putin’s annual press conference in Moscow. The president was attending a gala concert at the nearby Kremlin in honour of the security services during the shootout. The attack may have been planned to coincide with the speech, an FSB source told Reuters. Meduza, an independent news website, said that police may have continued firing for some time after Manyurov was killed, possibly injuring a passerby in the process.","The reason for the attack is not known. But the newspaper Kommersant said people heard the attacker shouting. They said he shouted words like ""Islamic State.""

A news source called Baza talked to the attacker's mother. Baza is connected to the security people. The mother said he seemed worried recently. She said he was not married. He had no kids or good friends. She said he liked guns a lot. He did not use social media.

The attack was on an FSB office. The FSB is a security service. It happened soon after Putin gave a speech in Moscow. Putin was at a party for the security services. The party was in the Kremlin, near the shooting.

Someone from the FSB told Reuters that the attack might have been planned. Maybe the attacker wanted it to happen when Putin was giving his speech.

The news website Meduza said that the police kept shooting after the attacker was dead. They might have hurt someone who was walking by. The attacker's name was Manyurov."
8,8_0,0,"Austria’s Green party is on the verge of entering government for the first time after the environmentalists and the conservative party of former and likely new chancellor Sebastian Kurz agreed to a preliminary coalition deal over the weekend. As junior coalition partners of the Austrian People’s party (ÖVP), the Greens would take the place of the far-right Freedom party, whose leadership resigned in disgrace over the “Ibiza affair” corruption scandal in May, and which was duly punished by voters in ensuing elections. Kurz’s ÖVP and the Greens were the big winners in the September vote, the former coming top with 37% and the latter achieving the best result in its history. After months of protracted coalition talks, the parties reached an agreement on Saturday, with Kurz telling reporters: “I’m very optimistic about the possibility of forming a government with the Greens.” “We have overcome some seemingly insurmountable hurdles”, said the Green leader, Werner Kogler, who is likely to be made deputy chancellor. If the Austrian Green party’s 276 delegates formally approve the coalition deal this Saturday, the president, Alexander Van der Bellen, could swear in a new government as soon as 7 January. The power-sharing deal will be watched with great interest by Austria’s neighbours: in Switzerland, the Greens made historic gains in October elections and have called for reform of the country’s “magic formula” power-sharing arrangement to give the ecological party a bigger say. In Germany, Angela Merkel’s conservative CDU and the Green party lead the polls, with the next federal elections scheduled for autumn 2021. “Something is happening in our neighbouring country that citizens here can only dream of,” wrote the conservative German daily Die Welt. “A fresh start into a new political era, shaped by two pro-European parties that emerged as clear winners from recent elections”. The power balance in Austria’s new government is likely to reflect Kurz’s commanding victory in September. The ÖVP is expected to retain control of the key posts of chancellor and finance minister, while also claiming the interior, foreign and defence ministries. A new ministry for integration looks designated to allow Kurz to continue his hardline policy on immigration.","In Austria, the Green party might be in the government soon. This is the first time this could happen.

The Green party and the conservative party made a deal. The conservative party is led by Sebastian Kurz. He was the leader before, and he will probably be the leader again.

The Green party will be the smaller party in the government. They will work with Kurz's party, called the Austrian People’s party (ÖVP).

Before, the far-right Freedom party was with the ÖVP. But their leaders had to leave because of a problem called the ""Ibiza affair."" It was about money problems. People did not like this, so they voted for other parties.

Kurz's party and the Green party did well in the election. Kurz's party got the most votes, with 37%. The Green party got their best result ever.

The parties talked for a long time to make a deal. On Saturday, they agreed. Kurz said he thinks they can make a government together.

The leader of the Green party is Werner Kogler. He will probably be the second leader, called the deputy chancellor. He said they solved some big problems.

If the Green party members agree to the deal this Saturday, the president can start the new government. This could happen on January 7.

People in other countries are watching this. In Switzerland, the Green party did well in the elections. They want more power in the government.

In Germany, the Green party and Angela Merkel's party are popular. They will have elections in 2021.

A newspaper in Germany said that something is happening in Austria that people in Germany want. They said it is a new start with two good parties. These parties did well in the elections.

Kurz's party will have more power in the government because they won the election. They will probably be in charge of important jobs like leader, money, inside the country, other countries, and the army.

There will be a new job about helping people join the country. Kurz wants to keep his rules about people coming to Austria."
8,8_1,1,"It will be run by his confidante Susanne Raab, who worked on the country’s 2017 ban on full-face veils and a 2015 law designed to curb “political Islam”. The Green party will aim to exercise the most influence through a boosted ministry for infrastructure, transport and environment, expected to be headed by the former climate activist Leonore Gewessler. Green politicians in charge of the justice and culture portfolios will hope to curb the more authoritarian tendencies of Kurz’s ÖVP. In the final stretch of negotiations, Austria’s constitutional court ruled that some of the policies proposed by the conservatives – such as expanded surveillance measures or making social benefits conditional on command of the German language – would violate the constitution. “The Greens’ main aim [during coalition talks] has been to get major concessions on protecting the climate,” said Der Standard newspaper, commenting that the deal with the conservatives was as likely to please environmentalists as to frustrate leftwingers in the party. “With everything else, damage limitation will have to do.”","Susanne Raab will manage it. She is a close friend of him. She worked on laws before. One law stopped people from wearing full face veils in 2017. Another law in 2015 tried to stop ""political Islam.""

The Green party wants to have more power. They will use the ministry for roads, trains, and the environment. Leonore Gewessler will probably be in charge. She used to work to protect the climate.

Green politicians will be in charge of justice and culture. They want to stop the ÖVP party from being too strict.

Before the deal was made, something important happened. The court said some of the ÖVP party's ideas were not legal. These ideas were about watching people more. They also wanted people to speak German to get money from the government. The court said this was against the rules.

A newspaper called Der Standard wrote about the deal. They said the Green party wants to protect the climate most of all. The deal with the ÖVP party might make some people happy. But it might also make some people in the Green party sad. The newspaper said that the Green party will try to stop bad things from happening. They will do their best."
9,9_0,0,"Striking French rail workers have clashed with riot police in Paris after holding a demonstration against pension changes despite Emmanuel Macron’s call for a Christmas truce. Hundreds of trade unionists and strikers gathered on Monday morning outside Gare de Lyon, which is used by large numbers of passengers travelling south for the holidays or to ski resorts near the Alps, and where many services have been cancelled. Some strikers made speeches denouncing the government’s proposed changes to the pension system and vowed to continue their stoppages into Christmas and the new year. Protesters let off flares and fireworks, and smoke drifted down into the station concourse. Riot police with helmets and shields were positioned at ticket barriers. The nationwide transport strikes have been going on for 19 days, causing what the state rail operator SNCF called “ongoing severe disruption” to services. A majority of trade unions and grassroots rail workers ignored the French president’s plea for a Christmas pause as passengers queued at ticket offices to find seats on the few trains running. Some train routes were cut short and some services were replaced by coaches. About 48% of ticket holders had their high-speed and intercity services cancelled on 23 and 24 December, leaving many to scramble for car-share schemes or last-minute vehicle hire. Severe disruption continued on the Paris métro and local trains in the region around the capital. Large crowds gathering at Gare du Nord for the reduced trains to the suburbs. Some passengers trying to reach airports near Paris complained that taxis were hard to find and certain drivers were charging higher than usual prices – exceeding the standard flat fee – because the traffic jams on the Paris ring road were so long. Others expressed concerns about how they would return at the end of the Christmas holidays, with strikes due to continue into January. Meanwhile, a production shutdown was under way at Lavera oil refinery in southern France, which processes 210,000 barrels per day, after workers represented by the CGT union voted to stop output as part of the protests over pension changes. CGT union workers also voted to halt production at Total’s Grandpuits refinery.","French train workers are on strike. They do not like the new rules about pensions. They had a protest in Paris.

The police and the workers had a fight. This happened after Emmanuel Macron asked them to stop for Christmas.

Many workers and union members met on Monday. They were outside the Gare de Lyon train station. This station is used by people going south for the holidays. Some people are going to ski in the Alps. Many trains have been stopped.

Some workers spoke to the crowd. They said they do not like the government's pension plan. They said they will keep striking during Christmas and the new year.

The protesters used flares and fireworks. Smoke went into the train station. Police with helmets and shields stood near the ticket area.

The train strikes have lasted 19 days. The train company, SNCF, said the strikes are causing big problems.

Most workers and unions did not listen to the president. He asked them to stop for Christmas. People waited in line to buy tickets for the few trains that were running.

Some trains stopped early. Some trains were replaced with buses. About half of the people with train tickets could not travel on December 23 and 24. They had to find other ways to travel. Some used car-sharing or rented cars.

The Paris subway and trains near Paris also had problems. Many people gathered at the Gare du Nord train station. They were waiting for trains to the suburbs. There were not many trains.

Some people wanted to go to the airport. They said it was hard to find taxis. Some taxi drivers charged more money than usual. The traffic around Paris was very bad.

Some people are worried about going home after Christmas. The strikes will continue in January.

Also, workers stopped production at an oil refinery in southern France. The refinery is called Lavera. It processes a lot of oil. The workers are from the CGT union. They stopped working to protest the pension changes. CGT union workers also stopped work at Total's Grandpuits refinery."
9,9_1,1,"Emmanuel Lepine, the secretary general of the CGT’s oil branch, told France Info radio that CGT workers at other refineries in France could also vote to halt production. “We gave an ultimatum to the government, it didn’t listen, so we’re doing exactly what we promised,” Lepine said. “What we are demanding is the withdrawal of the reform.” State officials have begun preparing for another round of union negotiations in the coming weeks before a further national day of protests on 9 January. The government has insisted it will push ahead with attempts to unify the French pension system, arguing that removing 42 “special” regimes for sectors ranging from rail and energy workers to lawyers and Opéra de Paris staff is crucial to keep the system financially viable as the population ages. While some unions support a single system, almost all reject any age-related changes. Unions are angry at government plans to introduce a “pivot age” – keeping the legal retirement age at 62 but insisting on an additional two years of work to receive a full pension.","Here's the rewritten text at a B1 CEFR level:

Emmanuel Lepine works for the CGT. He is in charge of oil workers. He spoke to France Info radio. He said workers at other oil places in France might stop working. They will vote about it.

Lepine said they told the government what they wanted. The government did not listen. So, they are doing what they said they would do. They want the government to stop the new plan.

The government is getting ready to talk to the unions again. This will happen in the next few weeks. There will be another big protest on January 9th.

The government wants to change the pension system. The pension system is how people get money when they stop working. The government wants to make one system for everyone. Now, there are 42 different systems. Some are for train workers, energy workers, lawyers, and people who work at the Opéra de Paris.

The government says it needs to change the system. They say it will help the system have enough money. More people are getting old.

Some unions like the idea of one system. But almost all unions do not want changes to when people can retire.

The government wants to keep the retirement age at 62. But they also want people to work two more years to get all their pension money. The unions are angry about this plan. They do not like the idea of working longer."
10,10_0,0,"As the world ushers in 2021, many will be looking forward to putting 2020 behind them. From a cocktail-making contest to a MasterChef-inspired cook-off, the Guardian spoke to four people about their plans for New Year’s Eve. ‘I think he’s making a daiquiri but he’s not very good’ “I’ll be making a raspberry mojito,” said Elinor, speaking of the cocktail-making contest she and her partner, Richard, both 32, have planned for Thursday night. “I think he’s making a daiquiri, but he’s not very good,” she added. Elinor, who works as an engineer in Glasgow, said the idea came to them as they drew suggestions from a hat. Both of them will also be attending an organised online murder mystery event. “We’ve done one before and they work quite well – you go into Zoom rooms to be questioned then come back together and watch the scenes play out,” she said. “In Scotland we have a tradition to ‘first foot’, which means being someone’s first visitor after midnight – normally bearing gifts such as shortbread and whisky. You’re not supposed to cross your threshold to leave your house until you get your first foot [visitor], but with Covid I do worry how some people will balance their superstitions.” The last two years both of them had norovirus, so this year is seen as an “improvement”. “We would normally have drinks at a friend’s house, but we just hope we can stop the number of people getting sick. It’s horrifying at the moment.” ‘We’ve got to be optimistic’ In Preston, Janet and her husband, now both retired, have got together with neighbours every year for the last 18 years for a Christmas party. Coronavirus has prevented them celebrating this year but they are determined to see in 2021 together. In their cul-de-sac, people from five houses are planning to take fire pits and patios – and their drink of choice – to their front gardens at 11.30pm for a safe, socially distanced party.","It is almost 2021. Many people want to forget 2020. It was a difficult year.

The Guardian newspaper talked to four people. They asked about their plans for New Year's Eve.

Elinor and her partner Richard are both 32. They will have a contest. They will make cocktails.

Elinor said she will make a raspberry mojito. Richard will make a daiquiri. Elinor said Richard is not very good at making daiquiris.

Elinor works as an engineer in Glasgow. She said they got the idea from a game. They picked ideas from a hat.

They will also play a game online. It is a murder mystery. They played it before. They liked it.

You go into rooms on Zoom. People ask you questions. Then everyone watches a scene.

In Scotland, there is a tradition called ""first foot."" This means being the first visitor to someone's house after midnight. The visitor brings gifts like shortbread and whisky.

You should not leave your house until you get your first visitor. But Elinor is worried. Because of Covid, she doesn't know how people will do this tradition.

Elinor and Richard were sick for the last two years. They had norovirus. So this year is better.

Usually, they have drinks at a friend's house. But they hope to stop people from getting sick. It is very bad right now.

Janet and her husband live in Preston. They are retired. For 18 years, they had a Christmas party with their neighbors.

This year, they cannot have a Christmas party because of coronavirus. But they want to celebrate 2021 together.

People from five houses in their street will have a party. They will take fire pits to their front gardens. They will also take their drinks.

The party will start at 11:30 pm. It will be safe. People will stay far apart."
10,10_1,1,"“If all we can do is toast each other and shout across the road, that’s what we’re going to do.” said Janet. “I will bring champagne and my husband will have a glass of red wine.” Janet’s family has been affected by coronavirus during the past year and though her brother recovered from the virus, another relative died. However, she believes it’s important to celebrate what you can. “I just hope everyone else can have a good time in a small way. It’s making the best of what you’ve got and who you’ve got around you. I think we’ve got to be optimistic.” ‘We need to appreciate what we have’ In London, Hasan Kilani, who is studying for a master’s in transnational queer feminist politics at Soas, is planning a long quiz night with friends on Zoom. “I moved here from Jordan in October and for tonight I’m preparing some questions related to British-Jordanian relations in pop culture,” said the 31-year-old. “Did you know that in 2019 Coldplay chose to release their album in Jordan?” Kilani and his partner are slightly concerned the internet may crash as others plan similar New Year’s Eve events. “I feel the entire world might be doing the same thing,” he said. “We have our own champagne, disco lights, and music playlist so we’ll have our own party and countdown if that happens. “I’m an Arab Muslim so I normally spend this time of year travelling outside Jordan. It’s been a bit disappointing since I arrived in the UK as you always hear that London has a lot of cultural things to offer, but I’ve not been able to experience that yet. I hope next year I’ll be able to see more of the city and that people will be nicer to each other and less toxic. We need to appreciate what we have.” ‘On balance he may be a better cook than me’ Helen, 29, who works in marketing in London said she was “really gunning to win” the MasterChef cook-off she has been preparing for against her boyfriend, Rory, 26. “We’ve been watching the show a lot and started to enjoy cooking more due to lockdown,” she said.","Janet said, ""We can toast each other. We can talk from across the street. That is what we will do.""

Janet said she will bring champagne. Her husband will drink red wine.

Janet's family had problems with the coronavirus. Her brother got sick but got better. Another family member died.

But Janet thinks it is important to be happy about what you can.

She said, ""I hope everyone has a good time, even if it is small. We must be happy with what we have and who is with us. I think we need to be happy.""

She also said, ""We need to be thankful for what we have.""

Hasan Kilani lives in London. He is studying at a school called Soas. He is learning about politics.

He is planning a quiz night with his friends on Zoom.

He said, ""I came from Jordan in October. Tonight, I am making quiz questions about British and Jordanian things in music and movies.""

He is 31 years old.

He said, ""Did you know that Coldplay made their album in Jordan in 2019?""

Hasan and his partner are a little worried. The internet might stop working. Many people are having parties online.

He said, ""I think the whole world is doing the same thing.""

He also said, ""We have champagne, lights, and music. So, we will have our party even if the internet does not work. We will count down to the new year.""

He said, ""I am from an Arab Muslim country. I usually travel at this time of year. I am a little sad because I came to the UK. People say London has many fun things to do. But I have not seen them yet.""

He hopes he can see more of London next year. He hopes people will be nicer to each other.

He said, ""We need to be thankful for what we have.""

Helen is 29. She works in marketing in London. She wants to win a cooking competition.

She is cooking against her boyfriend, Rory, who is 26.

She said, ""We have been watching the MasterChef show. We started to like cooking more because we stayed home."""
10,10_2,2,"While preparing her meal, Helen said she planned on taking the crown by cooking Japanese pickles, gyoza, spicy fried chicken and sushi “if I get time”. “We’ve been at this all day,” she said. “He’s a very, very good cook and on balance may be a better one than me. He’s a recruiter so he’s definitely competitive. “We would probably be with friends normally but not necessarily out as it can be a bit mad on New Year’s Eve. I think there’s light at the end of the tunnel now with the vaccines and that’s what we’ve all got to focus on. The main thing is everyone staying safe, well and at home. Hopefully the new year will bring a bit of normality.”","Helen was making food. She said she wanted to win. She would cook Japanese pickles, gyoza, and spicy fried chicken. She also wanted to make sushi. But she said, ""If I have time.""

She said they had been cooking all day. She was talking about someone else. ""He is a good cook,"" she said. ""Maybe he is better than me."" He works to find new people for a job. So, he likes to win.

She talked about New Year's Eve. She said they would be with friends. Maybe they would go out. But New Year's Eve can be very busy.

She also talked about the vaccines. She said things are getting better. She said we should think about the vaccines. It is important for everyone to stay safe. People should be well and stay home. She hopes the new year will be normal."
11,11_0,0,"In Sydney the fireworks soared into the sky above the Opera House, but the harbour below was empty. In New York, Times Square was mostly deserted. No light show illuminated Beijing from the top of the TV tower. With revelry around the world curtailed by lockdowns and curfews imposed to stem the spread of Covid-19, the lions of London’s Trafalgar Square were barricaded off, and there were no crowds in St Peter’s Square and no one diving into the Tiber in Rome. This New Year’s Eve is being celebrated like no other as many people bid farewell to a year they would much prefer to forget – one that has seen more than 1.7 million people killed and 82 million infected by the coronavirus since January. Sydney, whose pyrotechnic display has in the past drawn crowds of a million people to the city’s harbour area, rang in 2021 with a shortened display, with most popular observation spots fenced off and a heavy police presence deterring visitors. Only people who had restaurant reservations or were one of five guests of an inner-city resident were allowed in. “What a hell of a year it’s been,” said Gladys Berejiklian, premier of New South Wales state. “Hopefully 2021 will be easier on all of us.” In the Chinese city of Wuhan, where the pandemic originated a year ago, thousands gathered at popular spots across the city centre for the countdown to 2021. Some said they were being cautious, but were not particularly worried. In New Zealand, too, which has managed to eliminate coronavirus after a strict seven-week lockdown, New Year’s Eve plans proceeded as usual. In Germany, however, where the sale of fireworks has been banned to discourage crowds and authorities in Berlin said police would “punish violators consistently”, Angela Merkel said in her 16th and final new year’s address as chancellor that she had never found the old year so heavy.","In Sydney, fireworks went up in the sky. They were above the Opera House. But the harbour under the Opera House was empty.

In New York, Times Square was almost empty too. In Beijing, there were no lights on the TV tower.

People all over the world could not celebrate like normal. This was because of rules to stop Covid-19. London's Trafalgar Square had fences around the lion statues. There were no crowds in St Peter’s Square in Rome. No one jumped into the Tiber river.

This New Year's Eve was different. Many people said goodbye to a bad year. In that year, more than 1.7 million people died. 82 million people got sick from the coronavirus since January.

Sydney usually has big fireworks shows. A million people come to the harbour to watch. This year, the show was shorter. Many places to watch were blocked. Police were there to stop people from coming. Only people with restaurant bookings could come. Also, people who were visiting someone who lived in the city could come. They could only bring five guests.

Gladys Berejiklian is the leader of New South Wales. She said it was a very hard year. She hopes 2021 will be better.

The coronavirus started in Wuhan, China. Thousands of people met in the city center to celebrate. They were careful, but not too worried.

New Zealand stopped the coronavirus after a long lockdown. People celebrated New Year's Eve like normal there.

In Germany, people could not buy fireworks. This was to stop crowds. Police in Berlin said they would punish people who broke the rules. Angela Merkel is the leader of Germany. She said that she felt the last year was very hard. It was her last New Year's speech as leader."
