original_index,chunk_id,chunk_index,text,simplified_text
7,7_0,0,"A man who was shot dead in central Moscow after opening fire on the offices of the Federal Security Service (FSB), Russia’s main intelligence agency building, in an attack that killed two has been identified as a gun enthusiast. Investigators named him as Yevgeny Manyurov, 39, from Podolsk, a small town some 30 miles south of Moscow. One FSB employee was killed as Manyurov opened fire with an automatic weapon on Thursday evening, spraying the windows of the intelligence agency’s Lubyanka headquarters with bullets from the street outside. A second FSB officer died in hospital of his injuries on Friday evening. One more FSB officer was critically wounded, while three people, including a civilian, had less serious injuries. Manyurov was then shot dead by an FSB sniper, officials said. Officers discovered grenades and an improvised explosive device in a rucksack he was carrying. Security officials said Manyurov had not managed to enter the Lubyanka building, which previously housed the main offices of the KGB, the Soviet-era secret police. Russian media have portrayed the gunman, who lived with his mother, as a loner obsessed with firearms. He was unemployed, but had previously worked as a security guard, including at the embassy of the United Arab Emirates in Moscow, his father told Russian media. Manyurov recently came third in a shooting competition staged by a Soviet-era patriotic paramilitary sports group that was revived by Vladimir Putin, Russia’s president, in 2009. Police reportedly seized a small arsenal of legally owned weapons, including two semi-automatic rifles and two shotguns from his home. He is reported to have used a Kalashnikov assault rifle during Thursday’s attack. Oleg Solovich, an instructor at the Dosaaf shooting club where Manyurov practised, said he was a “poor shot” who used to arrive at the firing range in a long black Parka raincoat with a hood up. “We advised him to take off his coat during shooting sessions, but he said he felt comfortable in it,” Solovich told Russia’s Komsomolskaya Pravda newspaper.","A man opened fire on the offices of the Federal Security Service (FSB) in central Moscow. The FSB is Russia's main intelligence agency. The attack killed two people. The gunman, who was shot dead, has been identified as a gun enthusiast. Investigators named him Yevgeny Manyurov, 39, from Podolsk, a small town about 30 miles south of Moscow. One FSB employee died on Thursday evening. Manyurov fired with an automatic weapon. He sprayed the windows of the intelligence agency's Lubyanka headquarters with bullets. He did this from the street outside. A second FSB officer died in hospital of his injuries on Friday evening. One more FSB officer was critically wounded, while three people, including a civilian, had less serious injuries. Manyurov was then shot dead by an FSB sniper, officials said. Officers discovered grenades and an improvised explosive device in a rucksack he was carrying. Security officials said Manyurov couldn't enter the Lubyanka building, which was once the main offices of the KGB, the Soviet-era secret police. Russian media have described the gunman, who lived with his mother, as a loner obsessed with guns. He was not working. He was a security guard. This included work at the United Arab Emirates embassy in Moscow. His father told the Russian media. Manyurov recently came third in a shooting competition. The competition was organised by a Soviet-era patriotic paramilitary sports group. This group was revived in 2009. It was revived by Russia’s president, Vladimir Putin. Police reportedly seized a small arsenal of legally owned weapons, including two semi-automatic rifles and two shotguns from his home. He is reported to have used a Kalashnikov assault rifle during Thursday’s attack. Oleg Solovich was an instructor at the Dosaaf shooting club. Manyurov did there. Solovich said he was a ""poor shot."" He used to come to the firing range in a long black Parka raincoat with the hood up."
7,7_1,1,"The motive for the attack remains unclear, although Kommersant, a daily newspaper, reported that witnesses told investigators he was shouting slogans “typical of Islamic State”. “I noticed he had been somewhat agitated lately,” Baza, a media outlet with links to the security services, cited his mother as saying. She said he was unmarried, with no children or close friends, and that he was passionate about guns. He appears to have had no social media presence. The assault on the FSB office took place shortly after Putin’s annual press conference in Moscow. The president was attending a gala concert at the nearby Kremlin in honour of the security services during the shootout. The attack may have been planned to coincide with the speech, an FSB source told Reuters. Meduza, an independent news website, said that police may have continued firing for some time after Manyurov was killed, possibly injuring a passerby in the process.","The motive for the attack is not clear, but Kommersant, a daily newspaper, reported that witnesses told investigators he was shouting ""typical of Islamic State"". ""I saw him a bit agitated lately,"" Baza, a media outlet with links to the security services, said. She said he was not married, he had no children or close friends, he loved guns. He didn't have any social media. The attack on the FSB office took place shortly after Putin’s annual press conference in Moscow. The president was at a gala concert at the nearby Kremlin to pay tribute to the security services during the shootout. The attack may have been planned to coincide with the speech, FSB source told Reuters. Meduza, an independent news website, said police may have been firing for some time after Manyurov was killed, possibly hurting a passerby in the process."
8,8_0,0,"Austria’s Green party is on the verge of entering government for the first time after the environmentalists and the conservative party of former and likely new chancellor Sebastian Kurz agreed to a preliminary coalition deal over the weekend. As junior coalition partners of the Austrian People’s party (ÖVP), the Greens would take the place of the far-right Freedom party, whose leadership resigned in disgrace over the “Ibiza affair” corruption scandal in May, and which was duly punished by voters in ensuing elections. Kurz’s ÖVP and the Greens were the big winners in the September vote, the former coming top with 37% and the latter achieving the best result in its history. After months of protracted coalition talks, the parties reached an agreement on Saturday, with Kurz telling reporters: “I’m very optimistic about the possibility of forming a government with the Greens.” “We have overcome some seemingly insurmountable hurdles”, said the Green leader, Werner Kogler, who is likely to be made deputy chancellor. If the Austrian Green party’s 276 delegates formally approve the coalition deal this Saturday, the president, Alexander Van der Bellen, could swear in a new government as soon as 7 January. The power-sharing deal will be watched with great interest by Austria’s neighbours: in Switzerland, the Greens made historic gains in October elections and have called for reform of the country’s “magic formula” power-sharing arrangement to give the ecological party a bigger say. In Germany, Angela Merkel’s conservative CDU and the Green party lead the polls, with the next federal elections scheduled for autumn 2021. “Something is happening in our neighbouring country that citizens here can only dream of,” wrote the conservative German daily Die Welt. “A fresh start into a new political era, shaped by two pro-European parties that emerged as clear winners from recent elections”. The power balance in Austria’s new government is likely to reflect Kurz’s commanding victory in September. The ÖVP is expected to retain control of the key posts of chancellor and finance minister, while also claiming the interior, foreign and defence ministries. A new ministry for integration looks designated to allow Kurz to continue his hardline policy on immigration.","Austria’s Green party is on the verge of entering government for the first time after the environmentalists and the conservative party of former and likely new chancellor Sebastian Kurz agreed to a preliminary coalition deal over the weekend. The Greens are junior coalition partners of the Austrian People's Party (VP). They would be the far-right Freedom party. That party's leadership resigned in disgust over the ""Ibiza affair"" corruption scandal in May. Voters then punished the party in the next elections. Kurz’s ÖVP and the Greens were the big winners in the September vote, the former coming top with 37% and the latter achieving the best result in its history. After months of long coalition talks, the parties agreed on Saturday, with Kurz saying: “I’m very optimistic about the possibility of forming a government with the Greens. “We have overcome some seemingly insurmountable hurdles”, said the Green leader, Werner Kogler, who is likely to be made deputy chancellor. If the Austrian Green party’s 276 delegates approve the coalition deal this Saturday, the president, Alexander Van der Bellen, could swear in a new government as soon as 7 January. Austria's neighbors will watch the power-sharing deal very carefully. In Switzerland, the Greens made historic gains in October elections. They have called for reform of the country's magic formula. This reform would give the ecological party more power. In Germany, Angela Merkel’s conservative CDU and the Green party lead the polls, with the next federal elections scheduled for autumn 2021. The power balance in Austria’s new government is likely to reflect Kurz’s commanding victory in September. The ÖVP is expected to retain control of the key posts of chancellor and finance minister, while also claiming the interior, foreign and defence ministries. The new ministry for integration has a purpose. It will let Kurz continue his strict immigration policy."
8,8_1,1,"It will be run by his confidante Susanne Raab, who worked on the country’s 2017 ban on full-face veils and a 2015 law designed to curb “political Islam”. The Green party will aim to exercise the most influence through a boosted ministry for infrastructure, transport and environment, expected to be headed by the former climate activist Leonore Gewessler. Green politicians in charge of the justice and culture portfolios will hope to curb the more authoritarian tendencies of Kurz’s ÖVP. In the final stretch of negotiations, Austria’s constitutional court ruled that some of the policies proposed by the conservatives – such as expanded surveillance measures or making social benefits conditional on command of the German language – would violate the constitution. “The Greens’ main aim [during coalition talks] has been to get major concessions on protecting the climate,” said Der Standard newspaper, commenting that the deal with the conservatives was as likely to please environmentalists as to frustrate leftwingers in the party. “With everything else, damage limitation will have to do.”","It will be run by his friend Susanne Raab. She worked on the country's 2017 ban on full-face veils. She also worked on a 2015 law. That law was designed to stop ""political Islam"". The Green party will try to get the most influence through a strengthened ministry. This ministry will cover infrastructure, transport and the environment. It will be headed by Leonore Gewessler. She is a former climate activist. Green politicians in charge of the justice and culture portfolios will hope to curb the more authoritarian tendencies of Kurz’s ÖVP. Austria's constitutional court ruled during final negotiations. It found some conservative policies would violate the constitution. These included more surveillance. They also included making social benefits based on German language skills."
9,9_0,0,"Striking French rail workers have clashed with riot police in Paris after holding a demonstration against pension changes despite Emmanuel Macron’s call for a Christmas truce. Hundreds of trade unionists and strikers gathered on Monday morning outside Gare de Lyon, which is used by large numbers of passengers travelling south for the holidays or to ski resorts near the Alps, and where many services have been cancelled. Some strikers made speeches denouncing the government’s proposed changes to the pension system and vowed to continue their stoppages into Christmas and the new year. Protesters let off flares and fireworks, and smoke drifted down into the station concourse. Riot police with helmets and shields were positioned at ticket barriers. The nationwide transport strikes have been going on for 19 days, causing what the state rail operator SNCF called “ongoing severe disruption” to services. A majority of trade unions and grassroots rail workers ignored the French president’s plea for a Christmas pause as passengers queued at ticket offices to find seats on the few trains running. Some train routes were cut short and some services were replaced by coaches. About 48% of ticket holders had their high-speed and intercity services cancelled on 23 and 24 December, leaving many to scramble for car-share schemes or last-minute vehicle hire. Severe disruption continued on the Paris métro and local trains in the region around the capital. Large crowds gathering at Gare du Nord for the reduced trains to the suburbs. Some passengers trying to reach airports near Paris complained that taxis were hard to find and certain drivers were charging higher than usual prices – exceeding the standard flat fee – because the traffic jams on the Paris ring road were so long. Others expressed concerns about how they would return at the end of the Christmas holidays, with strikes due to continue into January. Meanwhile, a production shutdown was under way at Lavera oil refinery in southern France, which processes 210,000 barrels per day, after workers represented by the CGT union voted to stop output as part of the protests over pension changes. CGT union workers also voted to halt production at Total’s Grandpuits refinery.","Striking French rail workers have clashed with riot police in Paris after holding a demonstration against pension changes despite Emmanuel Macron’s call for a Christmas truce. Hundreds of trade unionists and strikers gathered on Monday morning outside Gare de Lyon. This station is used by many passengers going south for the holidays or to ski resorts. Many trains there have been cancelled. Some strikers made speeches denouncing the government’s proposed changes to the pension system and vowed to continue their stoppages into Christmas and the new year. Protesters let off flares and fireworks, and smoke drifted down into the station concourse. Riot police with helmets and shields were positioned at ticket barriers. The nationwide transport strikes have been going on for 19 days, causing what the state rail operator SNCF called ""continuing severe disruption"" to services. Most trade unions and grassroots rail workers ignored the French president's plea. He wanted a Christmas break. Afterwards, passengers queued at ticket offices. They were looking for seats on the few trains that were running. Some train routes were cut short and some services were replaced by coaches. About 48% of ticket holders had their high-speed and intercity services cancelled on 23 and 24 December, leaving many to scramble for car-share schemes or last-minute car hire. Severe disruption continued on the Paris métro and local trains in the region around the capital. Large crowds at Gare du Nord for the reduced trains to the suburbs. Some passengers were trying to get to airports near Paris. They said taxis were hard to find. Some drivers were charging higher than usual. This was the standard flat fee. They did this because the traffic jams on the Paris ring road were so long. Others expressed concerns about how they would return at the end of the Christmas holidays, with strikes due to continue into January. Meanwhile, a production shutdown was in place at the Lavera oil refinery in southern France. The refinery produces 210,000 barrels a day. Workers from the CGT union voted to stop production. This was part of the protests over pension changes. CGT union workers also voted to halt production at Total’s Grandpuits refinery."
9,9_1,1,"Emmanuel Lepine, the secretary general of the CGT’s oil branch, told France Info radio that CGT workers at other refineries in France could also vote to halt production. “We gave an ultimatum to the government, it didn’t listen, so we’re doing exactly what we promised,” Lepine said. “What we are demanding is the withdrawal of the reform.” State officials have begun preparing for another round of union negotiations in the coming weeks before a further national day of protests on 9 January. The government has insisted it will push ahead with attempts to unify the French pension system, arguing that removing 42 “special” regimes for sectors ranging from rail and energy workers to lawyers and Opéra de Paris staff is crucial to keep the system financially viable as the population ages. While some unions support a single system, almost all reject any age-related changes. Unions are angry at government plans to introduce a “pivot age” – keeping the legal retirement age at 62 but insisting on an additional two years of work to receive a full pension.","Emmanuel Lepine, the secretary general of the CGT oil branch, told France Info radio that CGT workers at other refineries in France could also vote to stop production. “What we are demanding is the withdrawal of the reform.” State officials are preparing for another round of union talks in the coming weeks before another national day of protests on 9 January. The government will continue to unify the French pension system. It says this is important to keep the system financially viable. The change is to remove 42 ""special"" regimes. These regimes cover sectors from rail and energy workers to lawyers and Opéra de Paris staff. While some unions support a single system, almost all reject any age-related changes. Unions are angry at government plans to introduce a ""pivot age"" - keeping the legal retirement age at 62 but insisting on a further two years of work to get a full pension."
10,10_0,0,"As the world ushers in 2021, many will be looking forward to putting 2020 behind them. From a cocktail-making contest to a MasterChef-inspired cook-off, the Guardian spoke to four people about their plans for New Year’s Eve. ‘I think he’s making a daiquiri but he’s not very good’ “I’ll be making a raspberry mojito,” said Elinor, speaking of the cocktail-making contest she and her partner, Richard, both 32, have planned for Thursday night. “I think he’s making a daiquiri, but he’s not very good,” she added. Elinor, who works as an engineer in Glasgow, said the idea came to them as they drew suggestions from a hat. Both of them will also be attending an organised online murder mystery event. “We’ve done one before and they work quite well – you go into Zoom rooms to be questioned then come back together and watch the scenes play out,” she said. “In Scotland we have a tradition to ‘first foot’, which means being someone’s first visitor after midnight – normally bearing gifts such as shortbread and whisky. You’re not supposed to cross your threshold to leave your house until you get your first foot [visitor], but with Covid I do worry how some people will balance their superstitions.” The last two years both of them had norovirus, so this year is seen as an “improvement”. “We would normally have drinks at a friend’s house, but we just hope we can stop the number of people getting sick. It’s horrifying at the moment.” ‘We’ve got to be optimistic’ In Preston, Janet and her husband, now both retired, have got together with neighbours every year for the last 18 years for a Christmas party. Coronavirus has prevented them celebrating this year but they are determined to see in 2021 together. In their cul-de-sac, people from five houses are planning to take fire pits and patios – and their drink of choice – to their front gardens at 11.30pm for a safe, socially distanced party.","As the world passes 2021, many will be looking forward to 2020 behind them. From a cocktail-making contest to a MasterChef-inspired cook-off, the Guardian spoke to four people about their plans for New Year’s Eve. Elinor and her partner, Richard, are both 32. They have planned a cocktail making contest for Thursday night. She said, ""I'll make a raspberry mojito."" “I think he’s making a daiquiri, but he’s not very good,” she added. Elinor, who works as an engineer in Glasgow, said the idea came to them when they drew suggestions from a hat. Both of them will also be attending an organised online murder mystery event. ""We've done one before and they work very well - you go into Zoom rooms and ask questions and then come back together and watch the scenes play out,"" she said. In Scotland we have a tradition called ""first footing"". It means being someone's first visitor after midnight. The visitor usually brings gifts. Common gifts are shortbread and whisky. You shouldn’t cross your threshold to leave your house until you get your first foot [visitor], but with Covid I worry how some people will balance their superstitions."" ""We would normally have drinks at a friend’s house, but we just hope we can stop people getting sick. Janet and her husband are retired. They live in Preston. For 18 years, they have gathered with neighbors for a Christmas party. They believe in being optimistic. Coronavirus has prevented them celebrating this year but they are determined to see in 2021 together. In their cul-de-sac, people from five houses are planning to take fire pits and patios – and their drink of choice – to their front gardens at 11. 30pm for a safe, socially distanced party."
10,10_1,1,"“If all we can do is toast each other and shout across the road, that’s what we’re going to do.” said Janet. “I will bring champagne and my husband will have a glass of red wine.” Janet’s family has been affected by coronavirus during the past year and though her brother recovered from the virus, another relative died. However, she believes it’s important to celebrate what you can. “I just hope everyone else can have a good time in a small way. It’s making the best of what you’ve got and who you’ve got around you. I think we’ve got to be optimistic.” ‘We need to appreciate what we have’ In London, Hasan Kilani, who is studying for a master’s in transnational queer feminist politics at Soas, is planning a long quiz night with friends on Zoom. “I moved here from Jordan in October and for tonight I’m preparing some questions related to British-Jordanian relations in pop culture,” said the 31-year-old. “Did you know that in 2019 Coldplay chose to release their album in Jordan?” Kilani and his partner are slightly concerned the internet may crash as others plan similar New Year’s Eve events. “I feel the entire world might be doing the same thing,” he said. “We have our own champagne, disco lights, and music playlist so we’ll have our own party and countdown if that happens. “I’m an Arab Muslim so I normally spend this time of year travelling outside Jordan. It’s been a bit disappointing since I arrived in the UK as you always hear that London has a lot of cultural things to offer, but I’ve not been able to experience that yet. I hope next year I’ll be able to see more of the city and that people will be nicer to each other and less toxic. We need to appreciate what we have.” ‘On balance he may be a better cook than me’ Helen, 29, who works in marketing in London said she was “really gunning to win” the MasterChef cook-off she has been preparing for against her boyfriend, Rory, 26. “We’ve been watching the show a lot and started to enjoy cooking more due to lockdown,” she said.","""If we can toast each other and shout across the road, that's what we're going to do."" said Janet. “I will bring champagne and my husband will have a glass of red wine.” Janet's family has been affected by coronavirus in the past year. Her brother recovered from the virus. Another family died. However, she believes it’s important to celebrate what you can. “I just hope everyone else can have a good time in a small way. It’s making the best of what you have and who you have around you. I think we’ve got to be optimistic.” Hasan Kilani is studying in London. He's working on a master's in transnational queer feminist politics at Soas. He's planning a long quiz night with friends. They will connect over Zoom. The 31-year-old moved here from Jordan in October. Tonight they are preparing some questions. The questions are about British-Jordanian relations. This is pop culture. Kilani and his partner are slightly concerned the internet may crash as others plan similar New Year’s Eve events. “I feel the entire world might be doing the same thing,” he said. “We have our own champagne, disco lights, and music playlist so we’ll have our own party and countdown if that happens. ""I'm an Arab Muslim so I usually go out this time of year to Jordan. I arrived in the UK a few days ago. People always say London has a lot of culture. I haven't been able to do that yet. This has been a bit disappointing. I hope next year I can see more of the city. I hope people will be nicer to each other. I hope they'll be less toxic. We need to appreciate what we have.” Helen, 29, works in marketing in London. She's going to cook for MasterChef against her boyfriend Rory, 26. She said she was ""very excited to win."" On the whole, he may be better cook than her. “We’ve been watching the show a lot and started to enjoy cooking more due to lockdown,” she said."
10,10_2,2,"While preparing her meal, Helen said she planned on taking the crown by cooking Japanese pickles, gyoza, spicy fried chicken and sushi “if I get time”. “We’ve been at this all day,” she said. “He’s a very, very good cook and on balance may be a better one than me. He’s a recruiter so he’s definitely competitive. “We would probably be with friends normally but not necessarily out as it can be a bit mad on New Year’s Eve. I think there’s light at the end of the tunnel now with the vaccines and that’s what we’ve all got to focus on. The main thing is everyone staying safe, well and at home. Hopefully the new year will bring a bit of normality.”","Helen was cooking her meal. She said she would take the crown. She would cook Japanese pickles, gyoza, spicy fried chicken and sushi. This would happen if she had time. “We’ve been at this all day,” she said. ""He's a very, very good cook and on balance maybe a better cook than me. He’s a recruiter so he’s definitely competitive. ""We would probably be with friends normally but not necessarily out because it can be a bit mad on New Year’s Eve. I think there's light at the end of the tunnel now with the vaccines and that's what we all have to focus on. The main thing is everyone staying safe, well and at home. Hopefully the new year will bring a bit of normality.”"
11,11_0,0,"In Sydney the fireworks soared into the sky above the Opera House, but the harbour below was empty. In New York, Times Square was mostly deserted. No light show illuminated Beijing from the top of the TV tower. With revelry around the world curtailed by lockdowns and curfews imposed to stem the spread of Covid-19, the lions of London’s Trafalgar Square were barricaded off, and there were no crowds in St Peter’s Square and no one diving into the Tiber in Rome. This New Year’s Eve is being celebrated like no other as many people bid farewell to a year they would much prefer to forget – one that has seen more than 1.7 million people killed and 82 million infected by the coronavirus since January. Sydney, whose pyrotechnic display has in the past drawn crowds of a million people to the city’s harbour area, rang in 2021 with a shortened display, with most popular observation spots fenced off and a heavy police presence deterring visitors. Only people who had restaurant reservations or were one of five guests of an inner-city resident were allowed in. “What a hell of a year it’s been,” said Gladys Berejiklian, premier of New South Wales state. “Hopefully 2021 will be easier on all of us.” In the Chinese city of Wuhan, where the pandemic originated a year ago, thousands gathered at popular spots across the city centre for the countdown to 2021. Some said they were being cautious, but were not particularly worried. In New Zealand, too, which has managed to eliminate coronavirus after a strict seven-week lockdown, New Year’s Eve plans proceeded as usual. In Germany, however, where the sale of fireworks has been banned to discourage crowds and authorities in Berlin said police would “punish violators consistently”, Angela Merkel said in her 16th and final new year’s address as chancellor that she had never found the old year so heavy.","In Sydney the fireworks soared into the sky above the Opera House, but the harbour below was empty. In New York, Times Square was mostly deserted. No light show illuminated Beijing from the top of the TV tower. Lockdowns and curfews stopped celebrations worldwide. This was to stop the spread of Covid-19. In London, the lions in Trafalgar Square were locked off. In Rome, St Peter's Square was empty and no one went into the Tiber. This New Year's Eve is celebrated like no other. Many people are leaving for a year they would rather forget. It was a year that has seen more than 1. 7 million people killed and 82 million infected by coronavirus since January. Sydney, whose pyrotechnic display has in the past drawn crowds of a million people to the city’s harbour area, called in 2021 with a shorter display, with most popular spots fenced off and a heavy police presence deterring visitors. Only people who had restaurant reservations or were one of five guests of an inner-city resident were allowed in. In the Chinese city of Wuhan, where the pandemic started a year ago, thousands gathered at popular spots across the city centre for the countdown to 2021. Some said they were being cautious, but were not particularly worried. In New Zealand, too, which has managed to eliminate coronavirus after a seven-week lockdown, New Year’s Eve plans went as usual. In Germany, the sale of fireworks has been banned to discourage crowds. Authorities in Berlin said police would punish violators. Angela Merkel gave her 16th and final New Year's address as chancellor. She said she never found the old year so heavy."
11,11_1,1,"“And never have we, despite all the worries and some scepticism, looked forward to the new one with so much hope,” said Merkel, a trained physicist who won praise for taming the first virus wave but has drawn criticism for soaring infection and death numbers in the second. She condemned anti-lockdown protesters and vaccine conspiracy theorists. “I can only imagine how bitter it must feel for those mourning loved ones lost to corona, or having to fight against the repercussions of an illness, when the virus is disputed and denied by some hopeless individuals,” Merkel said. The health minister, Jens Spahn, said he expected the country to have the “quietest New Year’s Eve” in living memory. No more than six adults will be allowed to gather around the dinner table in France, where 100,000 police and gendarmes will clamp down on any public celebrations. Alcohol sales were banned in some areas and the interior minister, Gérald Darmanin, ordered officers to strictly enforce a national 8pm to 6am curfew as part of a “fight against unauthorised public gatherings and the phenomenon of urban violence”. In Britain, which reported 964 deaths on Thursday amid a surge related to a new Covid variant, people planning to celebrate New Year’s Eve were warned they must leave the parties for later in 2021 as “Covid loves a crowd”. Prof Stephen Powis, NHS England’s national medical director, said staying at home and seeing in 2021 “within the rules” would reduce infections and relieve pressure on hospitals. “It’s absolutely vital that this year, everybody continues to follow the guidance by staying at home and not mixing,” he said. The prime minister, Boris Johnson, also urged people to follow the rules and “see in the new year safely at home”. Barriers were erected in public places such as London’s Trafalgar Square and Parliament Square. In Italy, the European country which has recorded the most Covid-19 deaths, bars, restaurants and most shops were closed, and a 10am to 7pm curfew was in place for New Year’s Eve.","Merkel is a physicist. She won praise for taming the first virus wave. She has been criticised for soaring infections and deaths in the second wave. She said, ""We never looked forward to the new one with so much hope, despite all the worries and some scepticism."" She condemned anti-lockdown protesters and vaccine conspiracy theorists. ""I can only imagine how bitter it must be for those mourning loved ones lost to corona or fighting against the effects of an illness when the virus is disputed and denied by some hopeless people,"" Merkel said. The health minister, Jens Spahn, said he expected the country to have the “quietest New Year’s Eve” in living memory. France will not let more than six adults at a dinner table. One hundred thousand police and gendarmes will be deployed. They will stop any public celebrations. Alcohol was banned in some areas. The interior minister is Gérald Darmanin. He ordered officers to strictly enforce a national curfew. The curfew starts at 8pm to 6am. This is part of a fight against unauthorised gatherings and urban violence. Britain reported 964 deaths on Thursday. This was after a surge in Covid. People planning to celebrate New Year’s Eve were warned they must leave the parties later in 2021. This is because Covid loves a crowd. Prof Stephen Powis, NHS England’s national medical director, said staying at home and seeing in 2021 “with the rules” would reduce infections and relieve pressure on hospitals. “It’s absolutely vital that this year, everybody continues to follow the guidance by staying at home and not mixing,” he said. The prime minister, Boris Johnson, also urged people to follow the rules and “see in the new year safely at home”. Barriers were erected in public places such as London’s Trafalgar Square and Parliament Square. Italy has the most Covid-19 deaths in Europe. For New Year's Eve, bars, restaurants and most shops were closed. A curfew was also in place from 10am to 7pm."
11,11_2,2,"Pope Francis cancelled plans to lead New Year’s Eve and New Year’s Day services because of a flare-up of his sciatica condition, the Vatican said. The Russian president, Vladimir Putin, said in his New Year’s speech on Thursday that he hoped Russians would unite in the face of the country’s battle with the virus, acknowledging a second wave of infections was still battering the country. “Unfortunately the epidemic has not yet been completely stopped,” Putin said in an address to to be broadcast just before midnight in each of Russia’s 11 time zones. “The fight against it does not stop for a minute,” he said, adding that many medical workers would be “on duty this festive night” and calling for responsibility. In New York, the New Year’s Eve ball will drop on Broadway but in place of hundreds of thousands of New Yorkers packed shoulder-to-shoulder into Times Square, the audience will be a small pre-selected group of nurses, doctors and other key workers, their families kept six feet apart in socially distanced pens. Citing concerns over the spread of Covid-19, police closed the square to vehicles and pedestrians at midnight on Wednesday and said they would disperse any onlookers venturing into a so-called “frozen zone” - the blocks surrounding the ball that historically draw shoulder-to-shoulder crowds. “If you think you’re going to be able to stand there and watch the ball, you’re mistaken,” police chief Terence Monahan said.","Pope Francis cancelled plans to lead New Year’s Eve and New Year’s Day services because of a flare-up of his sciatica condition, the Vatican said. Russian President Vladimir Putin gave a New Year's speech on Thursday. He said he wanted Russians to unite. This was in the face of the country's battle with the virus. He said there was still a second wave of infections in the country. ""Unfortunately the epidemic has not been completely stopped,"" Putin said in an address to be broadcast just before midnight in each of Russia’s 11 time zones. “The fight against it does not stop for a minute,” he said, adding that many medical workers would be “on duty this festive night” and calling for responsibility. In New York, the New Year’s Eve ball will drop on Broadway. The audience will not be hundreds of thousands of people in Times Square. Instead, it will be a small group of key workers like nurses and doctors. Their families will be six feet apart in socially separated pens. Police warned of the spread of Covid-19, saying they were worried about the spread of the virus and would disperse any onlookers into a so-called ""frozen zone"" - the blocks around the ball that draw shoulder-to-shoulder crowds. “If you think you’re going to be able to stand there and watch the ball, you’re mistaken,” police chief Terence Monahan said."
12,12_0,0,"It has been a tough year for many, and for the elephants at Elefanjoy sanctuary in Jaipur, India, it has been no exception. As the pandemic hit in March, the country imposed a strict nationwide lockdown, and the sanctuary’s dozens of elephants could no longer take their 30-mile daily walks, vital for stretching their legs and aiding digestion. Health problems began to set in, worsened by a glum mood that beset human and other animal inhabitants of the sanctuary. Ankit Pareek, who runs the Elefanjoy sanctuary, said: “The elephants could sense the stressed and anxious feelings of the humans. Many became depressed because they were no longer getting exercise and entertainment from the tourists who used to walk with them, wash them, play with them and take beautiful selfies with them. We were very worried for the elephants.” But Pareek had even greater concerns since he relied solely on the income and donations generated by tourists. Elephants will eat up to 200kg of food a day, amounting to 10% of their body weight, and it costs up to 5,000 rupees daily (£51) for each animal. “We did not want to let the elephants suffer at all, they only deserve love and respect, so we have taken loans to cover the food costs,” said Pareek, who has lived and worked with elephants since he was a child. “But if foreign tourists do not come back soon it is very bad for us.” Animal rights activists have long highlighted how the training of captive elephants for tourism is cruel and abusive. In countries such as India and Thailand, where elephant tourism is usually a lucrative and booming industry, the absence of tourists has created a new animal welfare crisis. However, activists are hoping that this interruption will finally bring an end to this animal exploitation through tourism. In September four elephants, trained to carry tourists on rides up to Jaipur’s Amer fort, died. The Federation of Indian Animal Protection Organisations (FIAPO) found they had been tied up all day for months with limited food and water as the pandemic hit, causing lethal health complications. Varda Mehrotra, the executive director of FIAPO, said: “For years, we’ve been documenting how bad the conditions are for India’s captive elephants.","It has been a tough year for many, and for the elephants at Elefanjoy sanctuary in Jaipur, India, it has been no exception. The pandemic hit in March. The country locked down all the cities. The elephants could no longer walk 30 miles a day. These walks were important for stretching their legs and helping them digest. Health problems began to come in, worsened by a glum mood that kept people and animals at the sanctuary. Ankit Pareek, who runs the Elefanjoy sanctuary, said: “The elephants could sense the stressed and anxious feelings of the humans. Many were sad. They were not getting exercise and entertainment from tourists. The tourists used to walk with them, wash them and play with them. The tourists also took beautiful selfies with them. We were very worried for the elephants.” But Pareek had even more worries because he relied only on the income and donations from tourists. Elephants eat up to 200kg of food every day. This is 10% of their body weight. Feeding one elephant costs up to 5,000 rupees a day. That's about £51. Pareek has lived and worked with elephants since he was a child. He said they didn't want the elephants to suffer. Elephants only deserve love and respect. So they have borrowed money to cover the food costs. “But if foreign tourists do not come back soon it is very bad for us.” Animal rights activists have long highlighted how the training of captive elephants for tourism is cruel and abusive. In countries like India and Thailand, where elephant tourism is usually a lucrative and booming industry, the lack of tourists has created a new problem for animals. But activists hope this interruption will finally end this animal exploitation through tourism. In September four elephants, trained to carry tourists on rides up to Jaipur’s Amer fort, died. The Federation of Indian Animal Protection Organisations (FIAPO) found a finding. The animals had been tied up all day for months. They had little food and water. This happened when the pandemic hit and caused deadly health problems. Varda Mehrotra, the executive director of FIAPO, said: “For years, we’ve been documenting how bad the conditions are for India’s captive elephants."
